"id","type","i:0","i:1","i:2","v:0","v:1","v:2","f:0","f:1","f:2","radius","omega:0","omega:1","omega:2","Points:0","Points:1","Points:2"
3124,1,0,0,0,4.4744e-06,0.00011718,-0.00021327,-0.0078723,-0.00018049,-0.019746,0.0075,-0.057819,-0.016198,0.0012214,0.31659,0.055278,-0.2204
2111,1,0,0,0,2.9052e-05,-0.00011208,3.4832e-05,0.021006,-0.028092,-0.0084403,0.0075,-0.011893,-0.0022524,0.0018527,0.32867,0.051119,-0.22826
2429,1,0,0,0,1.0777e-05,-5.3782e-05,4.2942e-05,-0.00016489,0.022307,0.038117,0.0075,0.0072374,0.0039136,0.0064013,0.34169,0.043953,-0.22629
951,1,0,0,0,1.2234e-05,4.4893e-05,-5.8759e-06,0.01113,0.02094,0.036462,0.0075,0.011944,-0.0073595,0.010003,0.14597,0.068758,-0.22046
380,1,0,0,0,-7.6691e-06,-0.00026725,4.5332e-05,3.5059e-05,0.0049039,-0.012071,0.0075,0.089766,-0.0035122,-0.036809,0.16075,0.068112,-0.21803
3229,1,0,0,0,-3.7414e-05,-0.00035082,3.7396e-05,0.0010719,0.0020205,-0.0012696,0.0075,0.015088,0.0099505,-0.0022373,0.18005,0.069395,-0.22321
3133,1,0,0,0,-4.2855e-06,6.511e-05,9.4198e-05,-0.0002177,-0.0016757,-0.0025274,0.0075,-0.0077174,-0.0105,0.019565,0.20475,0.062208,-0.22764
3286,1,0,0,0,-1.7384e-05,-5.0539e-05,2.6916e-05,-0.0098172,0.00067023,0.0074469,0.0075,0.012817,0.00081689,-0.0059274,0.19289,0.059964,-0.21874
2754,1,0,0,0,-8.6197e-05,1.2365e-05,-6.8197e-06,-0.0071239,-0.0009253,-0.0097058,0.0075,-0.01845,-0.064711,0.027511,0.21857,0.071912,-0.2241
3019,1,0,0,0,-5.8154e-05,3.4989e-05,0.00011534,0.0011832,-0.013647,0.020296,0.0075,-0.014164,-0.0075312,-0.011803,0.2473,0.06584,-0.22718
3148,1,0,0,0,-8.9076e-05,8.7252e-05,-2.7056e-05,0.00042871,-0.0014728,0.0018811,0.0075,0.0017892,-0.0033362,-0.0022336,0.26115,0.071378,-0.22876
1807,1,0,0,0,-0.00017202,6.1581e-05,0.00021735,-0.025012,0.027785,0.00013532,0.0075,-0.0017228,0.0012724,-0.022666,0.25793,0.063198,-0.21561
2604,1,0,0,0,-0.00020468,0.00013799,5.0825e-05,-0.048699,0.013296,-0.024658,0.0075,-0.0075466,0.020162,0.001492,0.27182,0.060101,-0.22276
2199,1,0,0,0,-0.00021612,0.00011471,-9.3094e-05,0.009202,0.0083422,-0.0018227,0.0075,-0.0070786,-0.0092966,-0.0036143,0.28176,0.070975,-0.22558
3173,1,0,0,0,-0.00021593,0.00011813,-0.00012312,-0.0077352,-0.014053,-0.0041798,0.0075,-0.04652,0.0085389,0.0043427,0.29675,0.071531,-0.22549
2040,1,0,0,0,-0.00020283,0.00013606,-7.823e-05,-0.015314,-0.023526,-0.011394,0.0075,-0.044634,0.0094685,-0.0201,0.31223,0.069184,-0.2251
2294,1,0,0,0,-0.0002396,-0.00016214,-0.00010837,-0.002885,-0.0036378,0.0085768,0.0075,-0.043354,0.0041811,-0.016683,0.32714,0.067612,-0.22543
2736,1,0,0,0,1.359e-05,-9.1163e-05,3.1252e-05,-0.034426,0.076139,-0.0082663,0.0075,0.017808,0.0079744,0.0074442,0.33839,0.059089,-0.22008
2692,1,0,0,0,-1.8227e-05,-6.5141e-05,-3.8252e-05,0.033736,0.022196,-0.061417,0.0075,0.0049841,-0.0002482,0.011722,0.34278,0.070495,-0.22882
2814,1,0,0,0,-3.9959e-06,-1.7159e-05,-3.1184e-06,-0.011133,0.018276,-0.01322,0.0075,-0.0032821,-0.0039827,0.0013134,0.3525,0.064102,-0.21936
835,1,0,0,0,-4.0401e-06,7.0079e-05,3.4838e-05,-0.014886,0.0093599,0.00042192,0.0075,-0.0027349,0.012082,-0.0089038,0.15238,0.081265,-0.22569
2628,1,0,0,0,-0.00012478,5.6994e-05,3.0855e-05,-8.4711e-05,0.00048012,0.00064788,0.0075,-0.0035349,-0.0054391,0.0027605,0.16782,0.086012,-0.22628
2130,1,0,0,0,-0.0003014,-0.00021639,0.00014025,-0.00024605,0.0088444,0.00044509,0.0075,0.0019383,0.0056515,0.020427,0.18403,0.083911,-0.22423
3299,1,0,0,0,-0.00011539,-2.5286e-05,6.2333e-05,0.0047836,-0.006721,0.00058108,0.0075,-0.0048351,0.015157,0.014474,0.19435,0.073133,-0.22577
1898,1,0,0,0,2.5189e-05,-4.8089e-05,-9.698e-06,0.0066839,-0.0074944,0.017691,0.0075,-0.0034045,0.00086911,-0.026586,0.20615,0.07693,-0.21733
3230,1,0,0,0,-0.0001388,3.6403e-05,-1.635e-05,-0.0057139,-0.0015006,0.0063896,0.0075,0.0104,0.0067557,-0.018401,0.22043,0.086781,-0.22475
2078,1,0,0,0,-8.7295e-06,4.0984e-05,3.5578e-05,-0.014587,0.0023243,0.015871,0.0075,-0.0077585,0.039243,0.034178,0.23218,0.078279,-0.2194
2108,1,0,0,0,-0.00021056,2.9674e-05,4.9866e-05,-0.012176,-0.011229,0.037204,0.0075,-0.021136,0.0074722,0.0051485,0.24569,0.08266,-0.22448
3112,1,0,0,0,-0.00017472,0.00010783,5.2015e-05,0.04247,-0.040792,0.0071816,0.0075,-0.0006198,0.030779,0.026341,0.26927,0.073013,-0.21557
2409,1,0,0,0,-0.00021329,5.2572e-05,0.00010195,0.032965,0.019932,-0.034705,0.0075,-0.006079,-0.01027,-0.016723,0.25871,0.083549,-0.2171
2282,1,0,0,0,-0.00023835,0.00011653,-2.2053e-05,0.019241,-0.0012903,0.035687,0.0075,-0.009792,-0.029492,-0.015183,0.27411,0.083851,-0.22473
3116,1,0,0,0,-0.00020558,0.00011902,-0.00017775,0.021171,0.011964,-0.010192,0.0075,0.0077799,0.03781,0.0083819,0.28877,0.083613,-0.22157
2145,1,0,0,0,-0.00017261,-0.00019339,-0.00013256,0.019639,-0.018818,0.022339,0.0075,0.0077373,-0.0046598,0.0059969,0.33153,0.081875,-0.22392
2632,1,0,0,0,5.6753e-05,-4.4782e-06,-6.7227e-05,0.034681,-0.040771,0.045973,0.0075,-0.009355,-0.0061435,-0.0063044,0.3525,0.079089,-0.21978
764,1,0,0,0,-3.7921e-05,6.7242e-05,-2.147e-05,0.0010411,0.00318,-0.00095299,0.0075,-0.0020927,0.0093846,-0.0034889,0.15757,0.097545,-0.22541
2573,1,0,0,0,-8.9695e-05,6.3304e-05,4.0215e-06,0.00026189,0.000932,-0.0014423,0.0075,0.0055297,0.010195,0.016985,0.17321,0.10268,-0.22608
3105,1,0,0,0,-0.00026913,-0.00023731,9.0506e-05,-0.00075903,0.0049456,-0.01384,0.0075,-0.0088412,0.0018162,-0.023969,0.18971,0.097788,-0.22451
3347,1,0,0,0,-0.00013852,-8.0275e-05,4.0756e-05,-0.015254,-0.0027824,-0.0013355,0.0075,0.0072234,0.011747,0.049161,0.20259,0.090178,-0.22339
2519,1,0,0,0,-0.00011657,5.3291e-05,7.3763e-05,0.013076,-0.020036,0.017762,0.0075,0.0090535,-0.022452,0.015182,0.21556,0.10094,-0.22388
1822,1,0,0,0,-0.00015533,7.8496e-05,8.624e-05,0.052109,-0.010564,0.038203,0.0075,0.023303,-0.0022892,-0.01538,0.23554,0.09287,-0.22031
2049,1,0,0,0,-6.6041e-05,0.0001554,1.2229e-05,-0.00085602,-0.000679,-0.00042041,0.0075,-0.0070365,-0.00091517,0.004286,0.26046,0.099755,-0.22501
2103,1,0,0,0,-7.264e-06,7.6235e-05,-3.5082e-06,0.014357,-0.0056862,-0.030683,0.0075,-0.00060676,0.0124,0.0018783,0.27902,0.099308,-0.22642
2114,1,0,0,0,1.5928e-05,4.9252e-05,-0.00014666,-0.014162,-0.0062132,-0.032123,0.0075,-0.054155,0.011518,-0.0088551,0.29372,0.097544,-0.22408
2083,1,0,0,0,-8.6136e-05,-8.2775e-05,2.2528e-05,0.011727,0.0037403,0.043291,0.0075,0.0010241,-0.00291,-0.012764,0.30632,0.089443,-0.2249
1920,1,0,0,0,-8.7899e-05,-0.00012175,-4.8096e-05,0.017331,0.013248,0.00090149,0.0075,-0.0075166,0.010099,0.0075527,0.32099,0.092329,-0.22611
2682,1,0,0,0,1.2742e-05,-2.7682e-05,-4.2971e-05,-0.015607,-0.0285,0.012715,0.0075,-0.0005202,0.025534,0.0021687,0.34431,0.089662,-0.22656
2910,1,0,0,0,-8.3933e-06,-2.4066e-05,-8.6815e-05,0.0041503,0.011625,0.0048971,0.0075,0.0021026,-0.011392,0.0045621,0.3525,0.10177,-0.22322
1589,1,0,0,0,-6.8754e-05,-3.35e-05,5.3212e-05,-0.006968,-0.012021,0.0041742,0.0075,0.022673,-0.011645,0.0082574,0.14708,0.10629,-0.21922
2603,1,0,0,0,-0.00076413,-0.00032565,-0.0004349,0.0028135,0.0025966,0.0050475,0.0075,0.11117,-0.19978,-0.028777,0.16343,0.11109,-0.21843
1997,1,0,0,0,-0.00015304,-0.00020217,-0.00014225,0.016331,0.0028829,-0.018849,0.0075,-0.021803,-0.0099912,0.0072369,0.1866,0.11242,-0.22343
2112,1,0,0,0,-0.00023285,-0.00015552,-7.3059e-05,0.00083256,-0.0040582,-0.011374,0.0075,-0.026235,0.0054212,0.021438,0.20186,0.10474,-0.21911
3021,1,0,0,0,-1.5175e-05,8.0763e-05,7.245e-05,-0.0080506,0.01041,-0.0038495,0.0075,-0.0045625,-0.0055863,0.0089365,0.21426,0.11648,-0.22683
2781,1,0,0,0,-0.00010183,0.00018417,0.00018738,-0.0037807,0.0026841,-0.02988,0.0075,-0.0063182,0.0074676,8.6474e-05,0.22964,0.10463,-0.2275
2569,1,0,0,0,-9.8775e-05,3.817e-05,7.3721e-05,0.001327,-0.0022842,0.00017745,0.0075,-0.0063523,0.0065316,0.011205,0.24593,0.10345,-0.22558
2576,1,0,0,0,-6.97e-05,0.00010224,4.9463e-05,-0.040565,0.0066227,-0.0096349,0.0075,-0.0078414,-0.0061434,-0.013994,0.25296,0.1114,-0.21498
3345,1,0,0,0,-2.7368e-05,9.0924e-05,-8.3512e-05,0.0098975,0.012052,0.051727,0.0075,0.012471,0.00011333,-0.0042128,0.27024,0.11146,-0.22622
2714,1,0,0,0,4.9485e-05,-0.00033233,-5.7958e-05,-0.00020235,0.009254,-0.0035423,0.0075,0.054926,0.0020873,-0.018012,0.29198,0.11183,-0.22884
2614,1,0,0,0,9.3695e-06,0.00024495,-0.00044109,0.0053756,0.0036522,0.066975,0.0075,0.016036,-0.025391,-0.0052441,0.28975,0.10815,-0.21425
2833,1,0,0,0,2.1162e-05,-2.2872e-05,-0.00012627,-0.0082657,0.0018246,-0.021188,0.0075,-0.016121,0.038582,0.023851,0.31458,0.10819,-0.22749
2400,1,0,0,0,-3.6511e-05,-0.00014832,-0.00011708,0.0017057,0.00057739,-0.016131,0.0075,0.0066349,-0.0093376,-0.017023,0.32766,0.10304,-0.218
2507,1,0,0,0,3.8632e-05,-5.6089e-05,-7.3175e-05,-0.0016402,0.0035324,0.0051452,0.0075,0.0055419,0.014445,2.5563e-05,0.32824,0.11437,-0.22781
1931,1,0,0,0,-1.4292e-05,-7.4066e-05,-0.00010736,-0.0088255,0.0066584,-0.0042568,0.0075,-0.021047,0.0098076,-0.0069694,0.33854,0.10349,-0.22843
1917,1,0,0,0,-4.2572e-06,-7.2968e-05,-0.00011245,0.022116,0.010158,-0.0030097,0.0075,0.012161,-0.0020167,0.00080263,0.34379,0.11671,-0.21548
1732,1,0,0,0,-3.6548e-05,-9.5658e-06,3.7003e-05,0.010204,-0.020802,-0.0085803,0.0075,-0.0061447,-0.0031937,-0.0022471,0.14546,0.12177,-0.223
2782,1,0,0,0,-5.0583e-05,4.5297e-05,-4.4755e-05,0.021399,-0.011944,0.017416,0.0075,-0.0049842,0.012701,0.011326,0.16013,0.12425,-0.22482
2455,1,0,0,0,-5.3269e-05,-6.0758e-05,-0.00014637,0.0011204,-0.001169,0.025059,0.0075,0.039486,-0.0038876,-0.027792,0.17485,0.12147,-0.22561
2836,1,0,0,0,-9.0274e-05,-0.00078376,-0.00066433,0.00064199,0.0019075,-0.0013135,0.0075,0.36755,0.10868,-0.17959,0.17109,0.13221,-0.21549
2498,1,0,0,0,-0.00013133,-0.00021531,-0.00013576,-0.0033385,-7.4949e-05,0.00013554,0.0075,0.015954,-0.012558,-0.0086289,0.19038,0.12692,-0.22411
3272,1,0,0,0,-0.00017746,-0.00017456,-3.4104e-05,0.0031327,-0.0019256,0.0027699,0.0075,0.013807,-0.016787,0.027296,0.20292,0.12118,-0.21821
2053,1,0,0,0,0.0001012,0.00017839,9.0045e-05,0.010784,-0.022348,-0.017322,0.0075,0.007387,-0.018527,0.0010894,0.21982,0.13082,-0.22495
2420,1,0,0,0,7.4131e-06,0.00012217,0.00010483,0.004389,-0.0093295,-0.0003233,0.0075,0.0076033,0.0018368,-0.010374,0.22998,0.1198,-0.2245
1985,1,0,0,0,-0.00013025,5.9503e-05,0.00012071,-0.0030643,-0.00063524,0.0022501,0.0075,0.0058108,-0.00055457,-0.0037175,0.23497,0.13269,-0.21471
2510,1,0,0,0,-1.7244e-05,7.7992e-05,8.7108e-05,0.037777,0.020641,0.007333,0.0075,-0.0046279,0.0013554,0.0026845,0.24398,0.12515,-0.22403
3306,1,0,0,0,-2.9483e-05,6.8584e-05,4.2559e-05,0.082023,-0.0042532,-0.033318,0.0075,0.0052517,0.0058734,0.0055975,0.25845,0.1207,-0.22539
2996,1,0,0,0,1.3793e-05,0.00017057,6.874e-05,-0.00053943,0.036611,0.020937,0.0075,-0.020554,-0.0033347,0.016626,0.2683,0.13211,-0.22533
1972,1,0,0,0,-2.875e-05,9.8991e-05,-3.402e-06,-0.043401,-0.040528,0.0051506,0.0075,-0.001965,-0.00088802,0.0051738,0.26819,0.12197,-0.21406
2728,1,0,0,0,2.4514e-05,7.5942e-05,1.027e-05,-0.0077393,0.0028145,-0.0047437,0.0075,-0.00064139,-0.0069193,-0.0047253,0.28011,0.12238,-0.22909
2349,1,0,0,0,5.6634e-05,0.00021306,8.2482e-06,0.035608,-0.047796,-0.044456,0.0075,0.0021445,0.0079182,-0.026508,0.27885,0.13274,-0.2147
2091,1,0,0,0,0.00032232,0.00021053,-0.00023154,0.013903,0.002032,-0.0033991,0.0075,0.017564,-0.016312,0.050534,0.29153,0.12432,-0.21954
1901,1,0,0,0,-2.0417e-05,0.00018507,-6.6787e-05,-0.01054,0.023717,0.025359,0.0075,-0.024964,-0.0085918,-0.006833,0.30091,0.13258,-0.22788
2039,1,0,0,0,3.7994e-05,-1.7506e-05,-0.00016478,0.0057189,0.012899,0.028661,0.0075,-0.022559,0.00038582,-0.0080543,0.30507,0.11892,-0.2231
2143,1,0,0,0,-1.0704e-05,-7.5811e-05,-0.00011476,-0.0027408,-0.016396,-0.0046349,0.0075,0.01362,-0.0083111,-0.0042883,0.31881,0.11899,-0.2171
1885,1,0,0,0,3.3847e-06,1.1159e-06,-3.84e-05,-0.010922,-0.0036372,0.018501,0.0075,-0.0010065,0.0056635,0.0019594,0.32243,0.12954,-0.22712
2888,1,0,0,0,-4.3181e-06,1.3605e-05,-0.00013652,-0.011315,0.039557,-0.059433,0.0075,-0.020713,0.010008,-0.0093835,0.33669,0.12763,-0.22289
2144,1,0,0,0,3.4067e-05,-5.3355e-06,-2.3324e-06,0.027222,-0.019945,-0.0033805,0.0075,0.014748,0.00031328,-0.008382,0.35244,0.12674,-0.22251
1132,1,0,0,0,-0.00010434,0.00012329,6.7139e-05,-0.0023526,-0.0030223,0.008988,0.0075,-0.0032669,-0.011134,-0.00038625,0.14629,0.13732,-0.22632
2513,1,0,0,0,-5.8882e-05,1.3354e-05,3.4796e-07,-0.041329,0.0018858,-0.021743,0.0075,0.015902,0.022668,-0.012699,0.16105,0.13922,-0.22447
2337,1,0,0,0,1.4778e-05,-0.00015357,2.5592e-05,-0.0037432,-0.0071832,-0.004592,0.0075,0.025746,0.018741,-0.0012028,0.1817,0.13914,-0.22352
3037,1,0,0,0,0.00010984,6.2809e-05,7.0749e-05,-0.00025306,0.010739,-0.0073817,0.0075,-0.0046069,0.018557,0.01573,0.20515,0.13359,-0.22635
1835,1,0,0,0,6.0164e-05,-3.0438e-05,1.1162e-05,0.0039849,-0.00548,0.012335,0.0075,-0.019392,-0.014826,0.017731,0.19507,0.13913,-0.21671
2904,1,0,0,0,0.00024945,0.00011251,-1.684e-05,-0.050925,-0.020807,-0.048086,0.0075,0.0144,-0.0048751,0.01353,0.21025,0.14419,-0.21704
2841,1,0,0,0,0.00021514,0.00015121,-6.9871e-05,0.014219,0.020929,0.05546,0.0075,-0.015729,0.010593,-0.0014342,0.22196,0.14561,-0.2263
1958,1,0,0,0,-1.4791e-05,2.8151e-06,5.5623e-05,0.010818,0.013288,0.029033,0.0075,-0.011121,0.01247,-0.030669,0.23798,0.14349,-0.22467
3071,1,0,0,0,-3.2836e-05,1.2538e-05,5.325e-05,-0.0037032,-0.032066,-0.017482,0.0075,-0.019766,-0.00056593,0.031412,0.25204,0.1383,-0.2253
2898,1,0,0,0,-0.00012684,0.00016787,6.4704e-05,0.0088622,0.0024113,-0.017486,0.0075,0.015713,-0.0092958,-0.0035988,0.26251,0.1413,-0.21498
2552,1,0,0,0,-5.3528e-06,0.00016419,-6.9798e-05,-0.015744,0.0019888,-0.021048,0.0075,0.0070683,0.010004,0.0094625,0.28634,0.13608,-0.22726
2486,1,0,0,0,0.00012502,0.00017696,-4.8139e-05,-0.0081316,-0.00077204,0.0032406,0.0075,0.027815,0.035202,0.0071048,0.29848,0.14002,-0.21509
1984,1,0,0,0,4.0708e-05,-3.9414e-05,1.6215e-05,0.036301,-0.033824,-0.020013,0.0075,0.0056826,0.011606,0.0013969,0.31473,0.14423,-0.22732
2274,1,0,0,0,3.3672e-05,-6.7749e-05,-2.7633e-05,-0.0038318,0.016193,-0.0062004,0.0075,0.0025516,0.017313,-0.005612,0.33867,0.14267,-0.22836
3005,1,0,0,0,5.4825e-05,-1.1812e-05,-7.333e-05,-0.0037288,-0.032645,-0.03691,0.0075,-0.020615,-0.0091467,0.003958,0.35251,0.14174,-0.22267
2837,1,0,0,0,4.7111e-06,-1.7404e-05,3.7606e-06,1.0769e-06,0.011805,-0.0078474,0.0075,-0.00047074,-0.0065618,-0.003324,0.15809,0.15813,-0.22471
1982,1,0,0,0,2.6613e-05,-2.2091e-05,2.7727e-06,0.0282,0.020705,-0.043234,0.0075,0.0055802,0.0032799,0.0040884,0.17094,0.15046,-0.22371
2672,1,0,0,0,-9.9368e-06,2.0779e-05,1.8019e-05,0.018451,-0.014341,0.010383,0.0075,0.0015909,0.0024887,0.0037925,0.18448,0.15691,-0.22355
1863,1,0,0,0,-8.6411e-06,-3.5409e-05,-5.0825e-05,-0.039369,-0.0076435,0.022627,0.0075,0.014438,0.0065772,-0.0089064,0.19849,0.15347,-0.21945
2705,1,0,0,0,7.9232e-05,0.0001158,1.1676e-05,0.013732,-0.010367,-0.011823,0.0075,-0.0087499,0.0044865,0.010071,0.21238,0.15701,-0.22452
1818,1,0,0,0,-9.3965e-05,0.00022346,6.7287e-05,-0.01428,-0.00041201,0.016618,0.0075,0.020206,-0.057566,0.028545,0.22564,0.15705,-0.21734
2525,1,0,0,0,-2.4309e-05,-3.8496e-05,7.8501e-05,-0.02768,0.0041616,-0.020732,0.0075,0.0081362,0.0032595,0.0016404,0.23762,0.15857,-0.22623
2882,1,0,0,0,-1.8421e-05,-9.6054e-05,6.408e-05,0.0019706,0.02511,-0.00053176,0.0075,0.016347,-0.0060876,-0.00046583,0.25074,0.15331,-0.2212
2790,1,0,0,0,8.9365e-05,5.3148e-05,4.2676e-05,0.0083649,-0.010325,-0.014568,0.0075,-0.005831,0.030535,-0.029465,0.27,0.15429,-0.2146
3346,1,0,0,0,-8.6542e-05,9.9091e-05,-4.2832e-05,-0.003168,0.0002337,0.0089975,0.0075,-0.0057209,-0.0079754,0.0033104,0.28174,0.15009,-0.2245
2744,1,0,0,0,-5.7444e-06,3.9036e-06,-4.1969e-06,-0.017911,0.0049667,0.021663,0.0075,0.0040063,0.0045888,9.9748e-05,0.27344,0.16251,-0.22666
2909,1,0,0,0,4.1661e-05,-0.00016713,-4.6247e-05,0.0043896,-0.012683,-0.0072441,0.0075,0.027164,0.0055178,0.0009907,0.28311,0.16274,-0.2152
3087,1,0,0,0,-8.3252e-05,6.9403e-05,-1.8125e-05,-0.0033559,0.0024274,0.0041376,0.0075,-0.029365,0.00011013,-0.0036553,0.29656,0.15199,-0.22581
1905,1,0,0,0,-5.2262e-05,3.4844e-05,-2.4109e-05,-0.016229,0.0069841,-0.016651,0.0075,-0.013364,-0.025226,-0.0065041,0.30872,0.15348,-0.21716
3281,1,0,0,0,3.0398e-05,-2.5249e-05,1.0465e-06,-0.018115,0.046956,-0.029108,0.0075,-0.0066967,-0.014199,0.0050417,0.32739,0.1518,-0.22461
2197,1,0,0,0,7.1875e-05,-0.00012648,-1.0386e-05,0.0077612,0.0084697,0.027908,0.0075,0.01054,0.018998,-0.019461,0.34114,0.15424,-0.21913
2953,1,0,0,0,5.9888e-06,-7.602e-05,-5.4928e-05,-0.00011003,-0.0016291,0.00057406,0.0075,0.01092,-0.0062589,0.010878,0.3525,0.15651,-0.22866
1948,1,0,0,0,6.1676e-06,1.127e-05,-1.3562e-05,-0.0042198,-0.0024343,0.0028267,0.0075,0.004059,0.00035215,-0.0014431,0.14749,0.1677,-0.22012
2066,1,0,0,0,-5.8611e-05,-4.1193e-05,2.0579e-06,0.0035024,-0.013084,-0.0051229,0.0075,-0.010115,0.0058048,-0.00029113,0.16713,0.17012,-0.2244
2608,1,0,0,0,-3.0782e-06,1.1321e-05,3.278e-05,-0.0083765,-0.0042175,0.018629,0.0075,0.00019666,0.0033973,-0.0032806,0.18196,0.1688,-0.21476
2323,1,0,0,0,1.9953e-06,1.8807e-05,1.3826e-05,-0.0062567,0.014551,0.020139,0.0075,-0.0038762,-0.0015,-0.0012516,0.19501,0.16759,-0.22313
2094,1,0,0,0,-1.6199e-05,5.111e-05,1.0157e-05,-0.0021078,0.0015314,-0.0026504,0.0075,0.0061928,0.0021986,0.0077513,0.20874,0.16975,-0.21749
2505,1,0,0,0,7.2669e-07,-3.9935e-05,0.00012343,0.0054974,-0.0035558,-0.0044097,0.0075,-0.0058799,0.0023571,0.0011753,0.23512,0.16891,-0.21565
1912,1,0,0,0,-3.1415e-05,-3.4281e-05,6.485e-05,0.037048,-0.025737,0.019762,0.0075,-0.00083608,0.0060966,-0.00042213,0.24959,0.16757,-0.22702
1904,1,0,0,0,1.971e-05,-3.0618e-05,5.7129e-05,0.010861,-0.017194,0.037395,0.0075,0.0029374,0.0012777,0.0026959,0.26403,0.16806,-0.21639
2334,1,0,0,0,-1.4616e-05,-8.6322e-06,-5.0232e-06,-0.0043952,-0.0052615,-0.01036,0.0075,0.00019531,0.0015215,4.1898e-05,0.29242,0.16769,-0.22588
2038,1,0,0,0,-6.4694e-05,2.7377e-05,1.3475e-05,0.0093984,0.0059991,-0.0044006,0.0075,-0.00069696,-0.0061624,0.0052355,0.30273,0.17207,-0.2159
2270,1,0,0,0,-2.7973e-05,3.3518e-05,4.5004e-05,-0.026532,0.037934,0.027906,0.0075,-0.00038667,-0.003593,-0.0043268,0.30947,0.16675,-0.2282
2338,1,0,0,0,-2.552e-06,-3.4136e-05,1.6793e-07,-0.000972,-0.078448,-0.022712,0.0075,0.0065929,0.015319,-0.0032663,0.32008,0.16322,-0.21822
3283,1,0,0,0,-1.3373e-05,2.8617e-05,2.1107e-05,-0.029812,0.020126,0.049958,0.0075,0.0053009,0.0031254,-0.0029411,0.32152,0.17636,-0.2253
2013,1,0,0,0,0.00012024,4.1101e-05,-0.00012809,-0.0044218,-0.0029884,0.013883,0.0075,0.011389,0.0053385,0.016043,0.34829,0.16779,-0.21971
2335,1,0,0,0,4.7505e-06,1.3685e-05,-2.6353e-06,0.0042722,-0.00032525,-0.0056559,0.0075,-0.0015628,0.00087756,0.00073733,0.15394,0.181,-0.22267
1879,1,0,0,0,-3.4186e-05,6.7987e-06,-4.432e-05,-0.022512,-0.0074728,-0.042909,0.0075,0.0033245,-0.005287,-0.0035346,0.17325,0.181,-0.2161
3175,1,0,0,0,6.9283e-06,2.2059e-06,2.2823e-05,0.016994,-0.0010707,0.014983,0.0075,0.00077461,-0.0044088,0.00056956,0.1868,0.18069,-0.22252
2165,1,0,0,0,1.327e-05,-1.1187e-05,4.6481e-06,-0.00095378,-0.0090836,-0.010431,0.0075,0.0027039,0.0063507,-0.00090124,0.20142,0.181,-0.22589
2399,1,0,0,0,-2.9551e-05,1.1711e-05,3.6173e-05,-0.019346,-0.01918,0.0015346,0.0075,-0.0037396,-0.0050749,-0.0069608,0.21632,0.181,-0.22389
2830,1,0,0,0,-1.8376e-05,-2.9007e-06,3.9144e-05,0.021032,0.0026752,-0.04946,0.0075,-0.004165,-0.0013061,-0.004078,0.2378,0.181,-0.22917
3064,1,0,0,0,1.1417e-05,-2.3342e-05,4.9236e-05,0.046832,-0.0089632,-0.013681,0.0075,-0.0013046,0.0040849,-0.00065414,0.24994,0.181,-0.22037
2011,1,0,0,0,1.3449e-05,-8.9208e-06,4.5147e-05,0.028333,0.0088944,0.0077408,0.0075,0.018184,-0.0044096,-0.0092108,0.26222,0.18088,-0.22897
3348,1,0,0,0,4.6958e-05,-6.4912e-05,4.8469e-05,0.017625,0.0063816,-0.0047447,0.0075,0.0070924,0.011961,-0.0073685,0.27399,0.17913,-0.21464
3083,1,0,0,0,-9.2709e-06,-9.5339e-06,1.333e-05,-0.049339,-0.0093682,-0.011609,0.0075,0.0018773,-0.0022551,-0.00021466,0.27983,0.181,-0.22833
2938,1,0,0,0,-5.6523e-05,-8.021e-05,9.6233e-05,0.019876,0.009603,-0.014128,0.0075,-0.0099702,-0.0065007,-0.022061,0.28993,0.18097,-0.21724
2210,1,0,0,0,-2.2782e-05,6.1086e-06,3.6099e-06,-0.028809,0.0031328,0.0061867,0.0075,-0.0012747,-0.0014833,-0.0012217,0.30185,0.18101,-0.22791
1844,1,0,0,0,1.1974e-06,1.1941e-05,-7.7358e-06,-0.0037161,-0.00074133,0.0021222,0.0075,0.0015496,0.00026164,0.0003552,0.338,0.181,-0.2252
2746,1,0,0,0,5.699e-06,1.3239e-05,-1.0122e-05,-0.0057466,-0.012155,-0.020492,0.0075,-0.0024375,0.00045326,-0.0010594,0.3525,0.18099,-0.22901
2842,1,0,0,0,-2.0418e-06,1.9727e-05,-2.5534e-05,0.0070344,0.0053087,0.027061,0.0075,0.0032207,-0.0032782,-0.00083435,0.3525,0.181,-0.21401
3314,1,0,0,0,2.7197e-05,-9.8486e-06,-6.8743e-05,0.006827,-0.0010247,-0.0057599,0.0075,-0.010018,0.017832,-0.0030979,0.157,-0.034,-0.20864
2419,1,0,0,0,-1.9768e-05,3.6327e-05,-1.6894e-05,0.01857,0.0001791,0.021796,0.0075,-0.0048827,-0.00034488,0.0050531,0.17185,-0.034004,-0.21214
2390,1,0,0,0,-1.7475e-05,0.000239,0.00014051,-0.011018,-0.0031497,-0.00086081,0.0075,0.015181,-0.021545,0.0052191,0.19582,-0.033881,-0.20032
2331,1,0,0,0,0.00011147,1.814e-05,0.00010747,0.007241,-0.013748,-0.033583,0.0075,0.010347,0.046505,-0.013229,0.20786,-0.034004,-0.21094
2921,1,0,0,0,-0.0005443,0.00026238,3.5208e-05,0.0068026,-0.0049569,-0.0073159,0.0075,-0.036526,-0.030168,-0.053271,0.22535,-0.033487,-0.20893
