"id","type","i:0","i:1","i:2","v:0","v:1","v:2","f:0","f:1","f:2","radius","omega:0","omega:1","omega:2","Points:0","Points:1","Points:2"
1349,1,0,0,0,-5.3456e-05,-3.4881e-05,1.7248e-05,0.0058194,-0.016768,-0.015225,0.0075,-0.0026318,0.0050108,0.0070269,0.13443,0.077422,-0.22453
242,1,0,0,0,-0.00013182,4.3176e-05,2.22e-05,-0.012581,0.0093936,-0.00079603,0.0075,-0.0048581,-0.014334,0.0053901,0.14022,0.087695,-0.21526
1379,1,0,0,0,7.7355e-07,-3.2585e-05,1.0903e-05,-0.017535,0.0086437,0.012725,0.0075,0.0063429,-0.001418,-0.0043724,-0.097503,0.088628,-0.2237
1791,1,0,0,0,-4.0476e-06,-3.3444e-05,7.882e-06,-0.013762,-4.3733e-05,0.0014624,0.0075,-0.0058669,0.0041994,0.0041536,-0.09182,0.10199,-0.22743
658,1,0,0,0,-1.0576e-06,-3.2436e-05,-6.8712e-06,-0.016071,-0.021285,0.0068937,0.0075,0.0039051,-0.00024263,-0.0038818,-0.07927,0.093788,-0.22709
1147,1,0,0,0,7.2866e-06,-3.8209e-05,-7.521e-06,0.014965,-0.0097885,0.011843,0.0075,-0.0039616,1.7645e-05,0.0015734,-0.074899,0.10146,-0.21496
1724,1,0,0,0,-6.6546e-07,-1.7656e-05,5.4096e-06,-0.00086349,-0.00016582,-0.003908,0.0075,0.00032573,0.00042245,-0.0014569,-0.062742,0.10039,-0.2245
1118,1,0,0,0,9.7956e-06,-3.284e-05,1.6365e-05,-0.013724,0.0010843,0.0068882,0.0075,-0.0011751,0.0034257,-0.001287,-0.068238,0.088062,-0.21391
61,1,0,0,0,1.1591e-05,-1.3464e-05,-5.6005e-06,-0.013785,0.0067085,-0.024937,0.0075,-0.0011168,0.0028445,0.0013986,-0.053739,0.091315,-0.21666
1167,1,0,0,0,9.8405e-06,-1.4582e-05,-9.4969e-06,0.00051341,0.016557,0.022901,0.0075,0.0024868,-0.0026258,-0.0028098,-0.041738,0.089759,-0.22552
1312,1,0,0,0,-3.5058e-06,2.9201e-06,5.3272e-06,0.002685,-0.039372,0.024292,0.0075,-0.0014646,0.00086859,0.0057453,-0.029427,0.098281,-0.22468
530,1,0,0,0,-6.1163e-06,-9.057e-06,6.88e-07,-0.01343,0.018083,-0.0079042,0.0075,0.002232,-0.00033786,-0.0074787,-0.0146,0.096571,-0.22613
347,1,0,0,0,1.544e-05,-1.5328e-05,1.1465e-05,-0.0041322,0.014021,0.047242,0.0075,-0.0012462,0.0011548,-0.004181,-0.0057008,0.092892,-0.21417
753,1,0,0,0,3.8835e-06,-2.7598e-05,1.478e-06,-0.017396,0.004997,0.0028721,0.0075,-0.002675,4.1854e-05,0.0046673,-0.0010043,0.10269,-0.22451
1615,1,0,0,0,2.818e-05,3.1686e-06,1.2129e-05,-0.01152,0.015512,0.0013032,0.0075,-0.0025162,0.00035445,-0.0023582,0.006632,0.089787,-0.22844
1614,1,0,0,0,9.6596e-06,-1.4298e-06,1.424e-06,0.0075586,-0.0023274,-0.0078593,0.0075,-0.0014732,0.0024246,0.00068535,0.018555,0.091236,-0.21749
391,1,0,0,0,-5.7513e-06,-1.8839e-06,-1.0216e-05,-0.0033034,-0.0013384,-0.0089915,0.0075,-0.0013427,-0.0013925,0.0025783,0.027282,0.097003,-0.22824
228,1,0,0,0,1.9329e-05,-9.7153e-05,-2.2204e-05,-0.003373,-0.0058645,-0.0027918,0.0075,0.0038115,0.0036704,-0.0090013,0.048209,0.09613,-0.22489
349,1,0,0,0,5.1722e-05,-9.7429e-06,3.2606e-06,-0.0017954,0.0038195,0.00097673,0.0075,-8.2363e-05,0.0040829,0.0039384,0.062558,0.091812,-0.22259
287,1,0,0,0,3.2732e-06,-2.9332e-05,-9.5002e-06,0.019663,0.0073213,0.010698,0.0075,0.00039257,0.014523,-0.00051627,0.078566,0.097816,-0.22295
834,1,0,0,0,-7.8516e-06,1.5225e-05,2.3037e-06,0.0051574,0.0067675,-0.0019682,0.0075,-0.0017248,0.011262,-0.011401,0.10345,0.09736,-0.22277
1232,1,0,0,0,3.454e-06,-4.343e-05,-7.6135e-06,-0.0040759,-0.0045922,0.032433,0.0075,-0.0067914,-0.010338,0.0047089,0.11813,0.098695,-0.22558
204,1,0,0,0,-3.3199e-05,1.7049e-05,6.2482e-06,0.0025603,-0.00055231,0.0014494,0.0075,0.0026705,-0.0061198,0.00040679,0.1401,0.095848,-0.22785
351,1,0,0,0,-2.159e-05,1.2949e-06,1.3213e-05,-0.0013079,-0.012462,-0.024275,0.0075,0.00013822,0.006873,-0.0020404,0.1305,0.10048,-0.2173
1696,1,0,0,0,1.4306e-06,-2.8136e-05,-5.6017e-06,0.021816,-0.0039179,-0.0084997,0.0075,0.0017801,0.00073724,-0.003656,-0.097502,0.1153,-0.22348
921,1,0,0,0,-1.6474e-05,-2.7363e-05,9.2941e-06,0.005212,-0.014999,0.0062987,0.0075,0.0058139,0.0082926,-0.0043781,-0.077313,0.11253,-0.22479
436,1,0,0,0,5.4868e-05,3.7323e-06,-3.5561e-05,0.011395,0.016974,-0.011194,0.0075,-0.0073743,0.0054003,-0.0036236,-0.047555,0.10358,-0.22554
1739,1,0,0,0,9.7726e-06,-2.1045e-05,-5.6559e-07,-0.0088215,0.0030626,0.0033386,0.0075,-0.00097098,0.00047286,4.7065e-05,-0.057767,0.11445,-0.22283
989,1,0,0,0,-2.8674e-05,-9.8726e-06,1.3175e-05,0.014363,0.0062531,-0.011045,0.0075,0.0018598,0.005587,0.0059606,-0.031097,0.10864,-0.21396
165,1,0,0,0,-1.2814e-05,-3.0267e-05,-6.1135e-07,0.0025784,0.0031034,0.013621,0.0075,8.9976e-05,-0.013012,0.0090501,-0.026573,0.11375,-0.22762
955,1,0,0,0,-5.3981e-06,5.9258e-06,-1.7455e-06,0.0061257,-0.0085298,-0.0126,0.0075,0.0043829,0.011449,-0.00024486,-0.0148,0.11003,-0.2191
1031,1,0,0,0,9.2573e-06,-2.2143e-05,-7.5211e-06,0.036798,0.016602,-0.0076178,0.0075,0.0012773,-0.0066831,-0.0094827,-0.0010558,0.11565,-0.21698
769,1,0,0,0,3.3506e-06,-7.4403e-07,2.1504e-06,-0.02946,-0.029216,0.00057165,0.0075,0.0010648,-0.00012453,-0.0010923,0.013966,0.10358,-0.22468
627,1,0,0,0,-1.0858e-05,-1.1916e-06,-2.1613e-06,-0.003755,0.0010064,0.0097894,0.0075,-0.00040772,-0.0033042,-0.0039443,0.035214,0.10847,-0.22272
1361,1,0,0,0,-0.00047089,-0.00017512,-9.4287e-05,-0.0021924,-0.00045766,0.00054635,0.0075,0.033373,-0.09555,-0.0077307,0.048563,0.11335,-0.22896
243,1,0,0,0,3.5443e-05,-8.2937e-06,-4.1802e-05,-0.012026,0.0026328,0.0056474,0.0075,0.0065379,-0.00058609,0.0040485,0.053763,0.10983,-0.21524
167,1,0,0,0,-3.3677e-05,-3.2408e-05,6.8211e-06,0.0060203,0.0088638,0.01238,0.0075,0.0010861,-0.0051511,0.0053654,0.07808,0.11278,-0.22385
438,1,0,0,0,3.3204e-05,-8.75e-06,1.3623e-05,0.0042623,-0.0084804,0.011391,0.0075,-0.00036356,-0.01022,-0.0042731,0.067425,0.10366,-0.21478
1772,1,0,0,0,2.8414e-05,7.7094e-05,-7.624e-06,0.0039695,0.0098684,-0.0069055,0.0075,-0.057192,0.033037,0.004475,0.091633,0.10657,-0.22221
660,1,0,0,0,6.797e-06,-3.216e-05,-5.8474e-07,-0.00042592,-0.00099367,-0.0020455,0.0075,-0.0035583,-0.0018668,-0.0099755,0.10425,0.11282,-0.22873
1201,1,0,0,0,-3.6871e-05,-2.9926e-05,-2.3835e-05,0.023728,0.017381,0.0012953,0.0075,0.0038697,0.0011016,-0.002472,0.11892,0.1114,-0.21764
1375,1,0,0,0,-3.3929e-05,-2.7814e-06,1.8948e-05,-0.0044189,0.016984,0.014632,0.0075,0.001695,-0.0041572,0.0009302,0.13499,0.11156,-0.22635
457,1,0,0,0,2.1442e-06,-1.1936e-06,-1.1205e-05,-0.0020638,-0.0046596,0.017623,0.0075,-0.0032223,0.0015815,-0.00016549,-0.097502,0.1308,-0.22682
581,1,0,0,0,3.6985e-06,-2.7394e-05,-3.7501e-05,-0.012391,0.0055124,-0.014306,0.0075,0.0079811,0.0017469,-0.0032753,-0.082506,0.13073,-0.22682
939,1,0,0,0,2.4959e-05,-3.4804e-06,-3.3626e-05,0.036906,0.0062115,0.0031583,0.0075,-0.011325,0.0010803,0.0046866,-0.075121,0.12414,-0.21555
22,1,0,0,0,2.7709e-05,-6.7301e-06,-1.9551e-05,-0.0039304,-0.0015478,0.0099373,0.0075,-0.00098391,-0.0056077,-0.0056388,-0.060423,0.12711,-0.21524
94,1,0,0,0,2.0028e-05,2.4419e-05,1.2859e-05,0.0034912,-0.014483,0.019189,0.0075,-0.0024057,-0.00056658,0.0023074,-0.045131,0.11964,-0.21646
1158,1,0,0,0,2.0827e-05,5.6785e-06,1.1338e-06,-0.00051015,-0.010152,-0.015143,0.0075,0.0001589,0.0015868,-0.0039985,-0.040454,0.12779,-0.22815
1377,1,0,0,0,1.2171e-05,2.9526e-06,-4.8614e-06,-0.011455,-0.024567,0.007758,0.0075,-0.00015247,0.0027366,-0.0089401,-0.011124,0.12327,-0.22512
340,1,0,0,0,-4.1844e-05,-4.0557e-05,-1.3163e-06,-0.00080142,-0.00059789,-0.0028616,0.0075,-0.0043415,0.0012543,-0.0039628,0.0030988,0.12788,-0.22656
1386,1,0,0,0,9.7921e-06,6.4813e-07,8.5485e-06,-0.023198,-0.035104,-0.016476,0.0075,-0.00013332,0.00097584,0.00047639,0.018259,0.11794,-0.22494
9,1,0,0,0,1.5675e-05,1.219e-06,1.0604e-05,0.018351,0.017287,-0.016654,0.0075,-0.00078072,-0.0012663,-0.0019851,0.02588,0.12573,-0.21463
215,1,0,0,0,1.5692e-05,-3.1913e-06,-5.37e-06,0.0214,0.0082585,0.0059125,0.0075,0.00011557,0.0020123,0.00083146,0.035757,0.12293,-0.22669
895,1,0,0,0,1.8717e-05,-1.1078e-05,7.2145e-07,0.024639,-0.002332,0.0071449,0.0075,0.0015105,-0.0031627,-0.00062556,0.047772,0.12335,-0.21772
1745,1,0,0,0,2.602e-05,-2.1075e-05,-1.3551e-05,0.0063952,-0.0056367,0.005199,0.0075,0.0027756,0.0051037,-0.0023971,0.061877,0.12264,-0.22277
1671,1,0,0,0,-4.6499e-05,-3.1361e-05,-1.1655e-05,-0.028651,-0.0070735,-0.011653,0.0075,-0.0021748,-0.0027768,-0.0027269,0.076047,0.12762,-0.22468
1542,1,0,0,0,-3.3662e-05,-1.2407e-05,-2.047e-05,-0.0033867,0.014066,-0.0064953,0.0075,-0.0086235,0.0035126,-0.0062067,0.087688,0.12206,-0.21703
795,1,0,0,0,-5.6414e-06,-4.7051e-06,-2.2804e-06,-0.013245,-0.00026603,0.008848,0.0075,0.0015411,-0.0060064,-0.00014912,0.11331,0.12378,-0.22397
907,1,0,0,0,-2.8192e-05,-1.7432e-05,-2.8476e-05,-0.0059164,0.0025116,0.0038689,0.0075,-0.0036604,-0.00039794,0.0038651,0.10226,0.1192,-0.21492
1336,1,0,0,0,1.6471e-05,4.3425e-06,-2.4327e-05,0.0069141,0.0061319,-0.01007,0.0075,-0.01054,0.0011737,0.0047209,0.098826,0.13184,-0.22464
1009,1,0,0,0,-2.6331e-05,-1.5586e-05,1.0289e-06,0.0083231,0.0037044,-0.0034256,0.0075,0.00051473,0.00060802,-0.0029456,0.12848,0.12894,-0.22648
481,1,0,0,0,-2.4209e-05,-3.1438e-05,4.6584e-06,-0.013151,-0.018837,-0.0074527,0.0075,0.0042829,0.0013907,0.0034998,0.13,0.1208,-0.21395
1455,1,0,0,0,4.2341e-06,-2.1166e-05,-7.3738e-06,0.0064962,-0.0065684,-0.00031086,0.0075,-0.0015657,0.0012559,-0.0024804,-0.097501,0.14481,-0.22137
188,1,0,0,0,2.8934e-06,-8.2409e-06,5.1812e-06,-0.0042613,0.0014558,0.0078389,0.0075,-0.0038391,-0.0036857,-0.0043128,-0.069582,0.14181,-0.22792
1579,1,0,0,0,3.1874e-05,-6.3618e-06,1.078e-05,-0.0074713,-0.02705,0.00015377,0.0075,0.00038312,0.00098756,0.0058262,-0.047613,0.13472,-0.21694
337,1,0,0,0,1.7219e-05,-2.3433e-05,8.4834e-06,-0.016454,0.013005,0.0040217,0.0075,-0.00021919,-0.0016254,-0.0025235,-0.055854,0.14579,-0.22281
1573,1,0,0,0,1.8151e-05,-9.5941e-06,1.3668e-05,-0.011815,0.013942,-0.0025382,0.0075,0.0064701,0.00011312,0.00052572,-0.035229,0.14509,-0.22677
439,1,0,0,0,2.6733e-05,-1.5973e-05,1.5821e-06,0.020685,0.015805,-0.0090576,0.0075,-0.0027811,-0.002474,0.00031661,-0.026736,0.13285,-0.22481
624,1,0,0,0,3.1341e-06,-8.9451e-06,1.3638e-05,-0.0050339,0.0042972,0.030748,0.0075,0.0024547,-0.0013938,0.0013923,-0.019183,0.14407,-0.21834
173,1,0,0,0,-1.5709e-06,-1.9123e-06,1.1939e-06,-0.015292,-0.001873,0.0013863,0.0075,0.0022628,0.0010434,-0.0033175,-0.0077149,0.13826,-0.22606
1654,1,0,0,0,-4.3035e-05,-1.2873e-05,-3.0967e-05,-0.013834,0.00085279,0.0027205,0.0075,0.0019785,0.0072953,-0.0089142,0.0087406,0.13822,-0.21727
1208,1,0,0,0,-2.0378e-05,-2.1293e-05,-1.5469e-05,-0.0004108,-0.0031221,0.0015191,0.0075,0.0045462,-0.0044019,-0.0011379,0.016537,0.14608,-0.22738
754,1,0,0,0,1.3805e-05,-8.301e-06,-1.9315e-05,-0.0011038,-0.021517,0.0062578,0.0075,-0.0059698,0.0036924,-0.00045794,0.026747,0.13491,-0.22673
1058,1,0,0,0,1.5587e-06,2.3188e-06,-3.7143e-05,-0.020628,0.0041773,0.0035001,0.0075,0.00393,0.0092755,0.01409,0.027347,0.14631,-0.21699
527,1,0,0,0,1.6981e-05,-1.1697e-05,-2.7251e-05,-0.00012252,0.018047,0.011549,0.0075,0.0021297,-0.0040002,-0.0018708,0.039928,0.13916,-0.22097
1561,1,0,0,0,2.5415e-05,-1.7032e-05,2.4122e-06,-0.0062153,-0.024238,0.0010634,0.0075,-0.0028091,0.00015741,0.0014307,0.053508,0.13477,-0.22558
1504,1,0,0,0,2.0688e-05,-1.1584e-05,-1.3681e-05,9.4715e-05,0.016843,0.0032339,0.0075,0.003096,0.0024389,0.00016298,0.064753,0.14352,-0.2209
1169,1,0,0,0,3.1368e-05,2.8422e-05,-7.0448e-06,-0.006542,0.0015666,0.0035539,0.0075,0.0007524,-0.0063149,0.0019111,0.086276,0.14563,-0.22803
642,1,0,0,0,-1.9871e-06,-1.403e-05,-3.6651e-05,0.0028125,-0.011691,-0.009048,0.0075,0.0067943,-0.0018077,0.0015524,0.087817,0.13701,-0.21585
1255,1,0,0,0,-8.5799e-06,1.5463e-05,-2.8862e-05,-0.0045751,-0.0040615,0.00018855,0.0075,0.0065927,-0.011304,-0.0017175,0.10396,0.14592,-0.22409
861,1,0,0,0,-2.3565e-06,4.5805e-06,1.459e-05,0.015436,-0.0085004,-0.022353,0.0075,-0.00017591,0.00071724,0.00026151,0.11679,0.13829,-0.22555
1549,1,0,0,0,-0.00015086,7.5049e-06,3.3628e-05,-0.00080474,-0.00095068,0.004155,0.0075,0.0052029,0.0056138,0.018113,0.13259,0.14328,-0.22495
1340,1,0,0,0,7.3368e-06,-1.5169e-05,-5.7143e-06,0.0016268,0.0045902,0.0076846,0.0075,0.0013398,0.0037574,-0.0013496,-0.084184,0.15325,-0.21604
1057,1,0,0,0,1.4405e-05,-1.9962e-07,-1.621e-05,-0.0049953,-0.012503,-0.012248,0.0075,0.0028481,0.0016545,-0.0015931,-0.07039,0.15561,-0.22209
845,1,0,0,0,6.1272e-05,-4.6329e-05,-1.5836e-05,0.0019107,0.0095494,0.0040982,0.0075,-0.0011347,-0.0057381,-0.0021318,-0.049565,0.15891,-0.22644
1564,1,0,0,0,8.9166e-06,-3.5552e-05,2.0089e-05,0.0075227,-0.024392,-0.0044267,0.0075,-0.0019654,-0.0018194,-0.0002794,-0.043597,0.15049,-0.21556
1269,1,0,0,0,2.9007e-05,-1.2769e-06,8.3597e-07,-0.0036643,-0.0061931,0.0074062,0.0075,-0.00036027,-0.0064799,-0.0027479,-0.025873,0.1568,-0.2226
1760,1,0,0,0,-2.0997e-05,-1.4839e-05,3.6936e-06,-0.00093364,-0.0010935,-0.0090255,0.0075,-0.0013637,-0.0023136,0.0050793,0.0022735,0.15055,-0.22861
1487,1,0,0,0,-1.4054e-05,1.9551e-06,1.1848e-06,-0.0030954,0.0008834,-0.0080605,0.0075,0.0012967,0.0035074,-0.0046253,-0.0095491,0.15532,-0.22071
1194,1,0,0,0,1.4946e-07,-4.8655e-06,-1.1882e-05,-0.0064685,0.0024426,0.010349,0.0075,0.00014469,0.0060213,-0.0043475,0.010054,0.15364,-0.21617
1087,1,0,0,0,8.3019e-06,-1.6876e-05,2.2048e-06,0.002682,0.0025314,-0.0024355,0.0075,-0.0023596,-0.0063112,-0.0040417,0.030105,0.15657,-0.22765
358,1,0,0,0,-1.0463e-06,-8.4353e-06,-2.3723e-06,-0.004188,0.0021276,0.010405,0.0075,0.00062095,0.00026796,-0.0030126,0.047186,0.15024,-0.22852
1491,1,0,0,0,-7.2895e-06,1.0196e-05,-1.2637e-05,0.0015132,-0.0064026,-0.011018,0.0075,0.0055691,-0.0066821,-0.012105,0.039788,0.15465,-0.21624
1594,1,0,0,0,-2.0896e-06,2.3068e-06,-2.2871e-05,-0.01388,0.0079954,0.031095,0.0075,0.00049583,0.0023843,0.002374,0.075481,0.15396,-0.22178
704,1,0,0,0,-2.2585e-05,7.1535e-06,-3.9276e-05,0.0053372,-0.019332,0.015747,0.0075,-0.00086786,0.0060825,-0.00030037,0.093295,0.1532,-0.21646
1344,1,0,0,0,4.2385e-05,5.6539e-07,-5.1628e-06,-0.0013973,0.0082624,-0.011936,0.0075,-0.0033948,-0.0095028,-0.005629,0.11822,0.15322,-0.22574
709,1,0,0,0,-1.8818e-05,1.833e-05,-9.4572e-06,-0.0029493,-0.0033098,0.00069098,0.0075,-0.0036551,0.0036725,-0.001599,0.14384,0.15357,-0.22358
756,1,0,0,0,-0.00017069,1.4577e-05,3.3704e-05,0.0027987,4.4645e-06,-0.0012271,0.0075,-0.0050007,-0.015263,-0.024065,0.13139,0.15349,-0.21403
1631,1,0,0,0,5.0631e-08,-0.0001891,-3.2569e-05,-0.0037318,0.0059077,-0.0036006,0.0075,0.045416,0.0041538,-0.025221,-0.097501,0.16301,-0.22435
89,1,0,0,0,1.0202e-05,-1.8218e-06,-8.5163e-06,0.019573,4.35e-05,0.012519,0.0075,-0.0048725,0.00081594,0.00077804,-0.081657,0.16489,-0.22553
1191,1,0,0,0,5.4271e-05,-9.8996e-06,5.8506e-08,0.0072404,-0.0013199,0.0032053,0.0075,-0.0027666,-0.0089325,-0.0016301,-0.06515,0.1693,-0.22525
1099,1,0,0,0,4.3789e-05,-1.9151e-05,-4.3071e-05,0.019043,-0.0058053,0.0035735,0.0075,-0.0015331,-0.0043133,-0.0039919,-0.052387,0.1695,-0.21619
1727,1,0,0,0,4.798e-05,1.8856e-05,-9.9416e-06,0.0013674,-0.0020003,-0.0099559,0.0075,0.0051797,0.00011991,-0.00030584,-0.036974,0.16682,-0.22377
1723,1,0,0,0,1.8041e-05,-1.0234e-06,1.0419e-05,-0.013005,8.3936e-05,-0.021071,0.0075,-0.00089364,0.0020511,0.0018707,-0.018605,0.16785,-0.21552
1268,1,0,0,0,8.0658e-06,-1.9055e-06,-1.8176e-06,0.0011384,-0.016751,0.02385,0.0075,-0.0014627,-0.00042941,0.000248,-0.0077856,0.16932,-0.2258
596,1,0,0,0,5.6195e-07,1.6131e-06,-1.3022e-06,0.00060401,-0.010499,-0.013586,0.0075,0.00013131,9.5226e-05,-0.0010584,0.0078776,0.16467,-0.2261
947,1,0,0,0,2.5595e-05,-1.3423e-06,-1.373e-05,-0.0039889,0.0019711,0.0033145,0.0075,0.00079796,0.0050461,0.00044919,0.022612,0.16852,-0.22255
1407,1,0,0,0,-1.9416e-06,-9.4301e-06,7.2864e-06,0.0066636,-0.0022445,0.0020966,0.0075,-4.6408e-05,0.0020972,0.00477,0.039316,0.16797,-0.22445
310,1,0,0,0,-2.2318e-05,6.8945e-06,-2.5974e-05,0.0053872,0.032085,0.036443,0.0075,-0.00080661,0.00044565,-0.00015126,0.061213,0.16642,-0.21971
47,1,0,0,0,-1.8641e-05,1.0183e-06,-1.219e-05,0.0021243,0.0043086,-0.021805,0.0075,0.0005359,-0.0019193,-0.00064786,0.075183,0.16868,-0.22466
536,1,0,0,0,-1.4783e-05,-0.00010098,-2.141e-05,0.0034707,-0.0009814,-0.0025519,0.0075,0.013773,0.0072448,-0.035388,0.094087,0.1668,-0.22305
874,1,0,0,0,-1.1127e-06,-7.5607e-06,-1.1008e-05,0.0052762,-0.0070075,-0.012513,0.0075,-1.0432e-05,-0.0026701,-0.0068588,0.12045,0.1681,-0.22569
1005,1,0,0,0,-5.8245e-06,-2.271e-05,2.506e-06,0.004425,0.0069961,-0.017202,0.0075,-0.005636,0.0023012,0.0064967,0.13513,0.16697,-0.22858
1482,1,0,0,0,-2.8072e-06,4.3773e-05,2.4571e-06,0.0060472,-0.0077221,-0.0017554,0.0075,0.0047664,2.4329e-05,-0.0042117,-0.094725,0.17828,-0.22287
655,1,0,0,0,5.5525e-06,4.8316e-07,1.5114e-06,-0.0023002,0.0034326,-0.0055468,0.0075,-0.00033822,0.00094154,-0.0018674,-0.079981,0.181,-0.22328
251,1,0,0,0,1.4358e-05,-2.7755e-06,-1.1722e-05,-0.0032826,-0.006009,-0.0005105,0.0075,0.001505,0.0011194,0.0019409,-0.066855,0.181,-0.21602
1789,1,0,0,0,3.3215e-05,-2.0096e-06,-2.833e-05,0.019796,-0.0013172,0.017622,0.0075,0.0040633,0.0059273,0.0045449,-0.051925,0.181,-0.2258
1526,1,0,0,0,1.3811e-05,4.3458e-06,-2.8523e-06,0.017589,0.015913,0.00024588,0.0075,-0.00086803,-0.010599,-0.0008986,-0.040788,0.17904,-0.21595
851,1,0,0,0,8.2006e-07,-9.5627e-08,-3.3196e-06,-0.0015118,0.0013043,-0.0041573,0.0075,0.00043399,-0.0047341,0.00010411,-0.020683,0.181,-0.22924
359,1,0,0,0,1.0915e-05,1.1426e-08,3.2212e-05,0.00092945,0.0016215,0.0058491,0.0075,-0.0044121,0.0053378,-0.00012326,-0.025951,0.181,-0.21498
1590,1,0,0,0,3.6376e-06,-9.1634e-07,-7.5082e-06,-0.0056069,-0.0039613,0.023669,0.0075,0.00096641,0.00024501,0.00037891,-0.01109,0.181,-0.217
1620,1,0,0,0,3.5834e-06,2.0725e-07,-2.0602e-06,0.0262,0.021776,0.028113,0.0075,0.00032044,-0.00059755,0.00041362,0.0015943,0.181,-0.22516
378,1,0,0,0,4.254e-06,-1.3634e-07,6.9222e-07,-0.0046513,-0.0012112,0.010621,0.0075,-8.5091e-05,-0.00068112,0.00053045,0.017294,0.181,-0.22894
1497,1,0,0,0,-8.5243e-06,6.6771e-08,8.8513e-06,-0.017995,0.012614,-0.0030882,0.0075,-0.0011203,-0.0016338,-0.001129,0.012184,0.181,-0.21454
1384,1,0,0,0,-1.6919e-05,1.9647e-06,1.3159e-08,0.0028926,0.00063054,-0.0172,0.0075,-0.00018814,-0.0017254,-0.0022067,0.031481,0.181,-0.22251
1314,1,0,0,0,-1.6884e-05,1.445e-06,-8.6473e-07,0.018956,-0.0036792,8.6294e-05,0.0075,-7.5172e-05,0.00031102,-0.0021265,0.04648,0.181,-0.22251
283,1,0,0,0,-1.6235e-05,-3.635e-05,-6.6782e-06,0.010004,-0.00065813,-0.026012,0.0075,-0.015617,0.00036539,-0.0015781,0.061425,0.18095,-0.22376
1802,1,0,0,0,-1.3508e-05,3.1122e-07,-7.4359e-06,0.051345,0.028829,0.0079237,0.0075,0.00047225,-0.00018968,-0.00175,0.07436,0.18101,-0.21617
363,1,0,0,0,4.3882e-05,-1.5601e-06,-1.814e-05,-0.0089355,-0.0035514,0.0071538,0.0075,0.0023115,0.010134,0.0059358,0.086796,0.181,-0.22571
1252,1,0,0,0,3.7627e-05,5.7133e-06,-4.8828e-05,0.0014756,-0.0021321,0.0041798,0.0075,-0.012959,-0.0035892,-0.010217,0.10153,0.18099,-0.22853
719,1,0,0,0,1.7746e-05,-1.3227e-06,-1.4327e-05,0.0054763,-0.0041921,0.022811,0.0075,0.0017858,-0.0018012,0.0024522,0.11446,0.181,-0.22094
108,1,0,0,0,2.5067e-05,-1.7977e-05,1.3326e-05,0.014875,-0.0025777,-0.0021211,0.0075,-0.0018496,-0.0020375,-0.0045817,0.12892,0.18062,-0.22492
566,1,0,0,0,2.8468e-05,-5.2193e-06,1.383e-05,-0.010251,-0.0038081,0.0099438,0.0075,-0.0020485,0.003229,0.0038028,0.1407,0.18097,-0.21564
779,1,0,0,0,-9.5957e-06,-8.3419e-07,1.1778e-05,-0.010989,0.01027,0.043858,0.0075,0.0003809,0.00037249,0.00032417,-0.090644,-0.034003,-0.20145
1317,1,0,0,0,-2.2286e-05,-7.0439e-06,1.22e-05,-0.020344,0.00026523,-0.042941,0.0075,0.0013837,0.00035678,-0.0014247,-0.077221,-0.033926,-0.20814
456,1,0,0,0,-2.1077e-05,-1.1098e-05,1.8197e-05,0.026715,-0.014004,0.012731,0.0075,0.0007084,-0.0019261,0.00079085,-0.062665,-0.034002,-0.21174
888,1,0,0,0,-1.406e-05,-1.5326e-05,2.0058e-05,-0.0064449,0.014469,0.016553,0.0075,0.00083557,0.0029042,0.00082388,-0.047834,-0.034001,-0.20952
669,1,0,0,0,1.0235e-06,5.5342e-06,-3.3909e-05,-0.0066521,-0.026127,0.0011092,0.0075,0.00074412,-0.0041225,-0.0015334,-0.021728,-0.033726,-0.21316
691,1,0,0,0,-1.6078e-05,-6.8591e-06,2.2164e-07,-0.00023572,0.005288,-0.02168,0.0075,9.6883e-05,-0.001295,0.00029868,-0.011984,-0.034,-0.20176
1555,1,0,0,0,-6.16e-06,-9.6081e-07,-2.0434e-06,0.019429,-0.012858,-0.011702,0.0075,0.0066433,-0.0037638,0.0044135,0.019414,-0.034,-0.20565
1417,1,0,0,0,4.9995e-05,-3.0308e-06,-2.5436e-05,-0.00015581,0.0052303,0.01956,0.0075,-0.0032123,-0.0032869,-0.0065092,0.037302,-0.034003,-0.20454
473,1,0,0,0,5.1227e-05,1.3885e-06,-5.5855e-05,-0.0020079,-0.00061344,-0.0036271,0.0075,0.017719,0.0068469,0.0056349,0.052274,-0.034,-0.20544
765,1,0,0,0,-3.9367e-06,-1.9966e-06,1.4851e-05,0.0086484,0.0073929,-0.0049416,0.0075,0.0010379,0.0072254,0.00010343,0.067836,-0.034001,-0.21237
355,1,0,0,0,-2.428e-06,-2.7234e-05,-5.401e-05,-0.0090524,-0.0015624,0.0088696,0.0075,0.010782,0.0024919,-0.0035265,0.082802,-0.03307,-0.21256
270,1,0,0,0,-4.825e-05,2.3641e-06,-1.1527e-05,0.0078769,-0.00080915,0.0046121,0.0075,0.0050195,-0.0093921,0.0018366,0.091979,-0.034,-0.19911
1219,1,0,0,0,-8.1022e-06,2.1966e-05,2.5705e-05,-0.011607,-0.0019043,0.0076715,0.0075,-0.00019701,0.0026079,-0.0035266,0.10086,-0.032306,-0.21109
