t,Fx,Fy,Fz,Mx,My,Mz,Rx,Ry,Rz
0.712,0,0,0,0,0,0,0,0.0735,0
0.72,0,0,0,0,0,0,0,0.0735,0
0.728,0,0,0,0,0,0,0,0.0735,0
0.736,0,0,0,0,0,0,0,0.0735,0
0.744,0,0,0,0,0,0,0,0.0735,0
0.752,0,0,0,0,0,0,0,0.0735,0
0.76,0,0,0,0,0,0,0,0.0735,0
0.768,0,0,0,0,0,0,0,0.0735,0
0.776,0,0,0,0,0,0,0,0.0735,0
0.784,0,0,0,0,0,0,0,0.0735,0
0.792,0,0,0,0,0,0,0,0.0735,0
0.8,0,0,0,0,0,0,0,0.0735,0
0.808,0,0,0,0,0,0,0,0.0735,0
0.816,0,0,0,0,0,0,0,0.0735,0
0.824,0,0,0,0,0,0,0,0.0735,0
0.832,0,0,0,0,0,0,0,0.0735,0
0.84,0,0,0,0,0,0,0,0.0735,0
0.848,0,0,0,0,0,0,0,0.0735,0
0.856,0,0,0,0,0,0,0,0.0735,0
0.864,0,0,0,0,0,0,0,0.0735,0
0.872,0,0,0,0,0,0,0,0.0735,0
0.88,0,0,0,0,0,0,0,0.0735,0
0.888,0,0,0,0,0,0,0,0.0735,0
0.896,0,0,0,0,0,0,0,0.0735,0
0.904,0,0,0,0,0,0,0,0.0735,0
0.912,0,0,0,0,0,0,0,0.0735,0
0.92,0,0,0,0,0,0,0,0.0735,0
0.928,0,0,0,0,0,0,0,0.0735,0
0.936,0,0,0,0,0,0,0,0.0735,0
0.944,0,0,0,0,0,0,0,0.0735,0
0.952,0,0,0,0,0,0,0,0.0735,0
0.96,0,0,0,0,0,0,0,0.0735,0
0.968,0,0,0,0,0,0,0,0.0735,0
0.976,0,0,0,0,0,0,0,0.0735,0
0.984,0,0,0,0,0,0,0,0.0735,0
0.992,0,0,0,0,0,0,0,0.0735,0
1,0,0,0,0,0,0,0,0.0735,0
1.008,0,0,0,0,0,0,0,0.0735,0
1.016,0,0,0,0,0,0,0,0.0735,0
1.024,0,0,0,0,0,0,0,0.0735,0
1.032,0,0,0,0,0,0,0,0.0735,0
1.04,0,0,0,0,0,0,0,0.0735,0
1.048,0,0,0,0,0,0,0,0.0735,0
1.056,0,0,0,0,0,0,0,0.0735,0
1.064,0,0,0,0,0,0,0,0.0735,0
1.072,0,0,0,0,0,0,0,0.0735,0
1.08,0,0,0,0,0,0,0,0.0735,0
1.088,0,0,0,0,0,0,0,0.0735,0
1.096,0,0,0,0,0,0,0,0.0735,0
1.104,0,0,0,0,0,0,0,0.0735,0
1.112,0,0,0,0,0,0,0,0.0735,0
1.12,0,0,0,0,0,0,0,0.0735,0
1.128,0,0,0,0,0,0,0,0.0735,0
1.136,0,0,0,0,0,0,0,0.0735,0
1.144,0,0,0,0,0,0,0,0.0735,0
1.152,0,0,0,0,0,0,0,0.0735,0
1.16,0,0,0,0,0,0,0,0.0735,0
1.168,0,0,0,0,0,0,0,0.0735,0
1.176,0,0,0,0,0,0,0,0.0735,0
1.184,0,0,0,0,0,0,0,0.0735,0
1.192,0,0,0,0,0,0,0,0.0735,0
1.2,0,0,0,0,0,0,0,0.0735,0
1.208,0,0,0,0,0,0,0,0.0735,0
1.216,0,0,0,0,0,0,0,0.0735,0
1.224,0,0,0,0,0,0,0,0.0735,0
1.232,0,0,0,0,0,0,0,0.0735,0
1.24,0,0,0,0,0,0,0,0.0735,0
1.248,0,0,0,0,0,0,0,0.0735,0
1.256,0,0,0,0,0,0,0,0.0735,0
1.264,0,0,0,0,0,0,0,0.0735,0
1.272,0,0,0,0,0,0,0,0.0735,0
1.28,0,0,0,0,0,0,0,0.0735,0
1.288,0,0,0,0,0,0,0,0.0735,0
1.296,0,0,0,0,0,0,0,0.0735,0
1.304,0,0,0,0,0,0,0,0.0735,0
1.312,0,0,0,0,0,0,0,0.0735,0
1.32,0,0,0,0,0,0,0,0.0735,0
1.328,0,0,0,0,0,0,0,0.0735,0
1.336,0,0,0,0,0,0,0,0.0735,0
1.344,0,0,0,0,0,0,0,0.0735,0
1.352,0,0,0,0,0,0,0,0.0735,0
1.36,0,0,0,0,0,0,0,0.0735,0
1.368,0,0,0,0,0,0,0,0.0735,0
1.376,0,0,0,0,0,0,0,0.0735,0
1.384,0,0,0,0,0,0,0,0.0735,0
1.392,0,0,0,0,0,0,0,0.0735,0
1.4,0,0,0,0,0,0,0,0.0735,0
1.408,0,0,0,0,0,0,0,0.0735,0
1.416,0,0,0,0,0,0,0,0.0735,0
1.424,0,0,0,0,0,0,0,0.0735,0
1.432,0,0,0,0,0,0,0,0.0735,0
1.44,0,0,0,0,0,0,0,0.0735,0
1.448,0,0,0,0,0,0,0,0.0735,0
1.456,0,0,0,0,0,0,0,0.0735,0
1.464,0,0,0,0,0,0,0,0.0735,0
1.472,0,0,0,0,0,0,0,0.0735,0
1.48,0,0,0,0,0,0,0,0.0735,0
1.488,0,0,0,0,0,0,0,0.0735,0
1.496,0,0,0,0,0,0,0,0.0735,0
1.504,0,0,0,0,0,0,0.00011232,0.0735,-0.00016812
1.512,0,0,0,0,0,0,0.00033696,0.0735,-0.00050436
1.52,0,0,0,0,0,0,0.0005616,0.0735,-0.0008406
1.528,0,0,0,0,0,0,0.00078624,0.0735,-0.00117684
1.536,0,0,0,0,0,0,0.00101088,0.0735,-0.00151308
1.544,0.7113180977,0.8577798864,4.7603791248,0.2480967704,0.1742959374,-0.0689317984,0.00123552,0.0735,-0.00184932
1.552,1.4581669166,1.5511455661,8.5775809903,0.448339986,0.2914762272,-0.1299067864,0.00146016,0.0735,-0.00218556
1.56,2.2778955622,2.0531580626,11.8704719352,0.6098925043,0.3701138502,-0.1827288612,0.00174596,0.0735,-0.00259508
1.568,3.2835269223,2.653948799,15.5332890724,0.7978218846,0.4457008217,-0.2467625725,0.00209292,0.0735,-0.00307788
1.576,3.7804851505,2.3899233239,16.954299568,0.8126082258,0.4615599324,-0.2477134503,0.00243988,0.0735,-0.00356068
1.584,1.5155287569,2.6154189762,24.8914239993,1.2129309821,1.1944111423,-0.1338504539,0.00278684,0.0735,-0.00404348
1.592,-0.2966159457,3.1707629893,33.3136469538,1.7164506427,1.8969766866,-0.0221170024,0.0031338,0.0735,-0.00452628
1.6,-2.666492012,5.4021933817,41.0162963677,2.3645150978,2.6313573238,0.0154214337,0.00348076,0.0735,-0.00500908
1.608,-1.5643983357,7.8848078627,48.7264230257,2.8947151277,2.9207514486,-0.1696581579,0.00382772,0.0735,-0.00549188
1.616,-0.9575843408,8.1362889075,59.6928830295,3.2757251398,3.4550182572,-0.1045004162,0.00417468,0.0735,-0.00597468
1.624,-1.3027612793,5.7538298743,66.8482959368,3.3497224337,3.8978894425,0.1963255671,0.00452164,0.0735,-0.00645748
1.632,-4.6220763679,3.8709067754,78.2490608074,3.2566935728,4.9625632713,0.4593260766,0.0048686,0.0735,-0.00694028
1.64,-6.6055579515,0.678533204,78.7727800102,2.7861528359,5.2478918628,0.7781133065,0.00521556,0.0735,-0.00742308
1.648,-5.2369250877,-3.5006690421,77.7640394239,1.905578219,5.0150665955,1.0345064628,0.00556252,0.0735,-0.00790588
1.656,-0.8480477161,-5.5252819584,55.9817768908,0.5895231706,3.2454816093,0.8995491502,0.00590948,0.0735,-0.00838868
1.664,-10.1547851949,-6.1884785251,47.4165143468,0.5293801888,3.9644898387,1.1398452545,0.00629236,0.0735,-0.00887192
1.672,-13.7137797117,-8.8801937556,47.9512085532,0.2699932935,4.4510305698,1.4560494837,0.00671116,0.0735,-0.0093556
1.68,-15.7818055918,-6.0427762968,45.2594913791,1.3144700181,4.5698282336,1.3905486211,0.00712996,0.0735,-0.00983928
1.688,-26.5649056742,-5.0005535053,55.3428735281,1.6948487137,6.5015534391,1.3470152501,0.00754876,0.0735,-0.01032296
1.696,-30.1860499452,-4.9632106899,64.1985758175,1.827864184,7.4570426313,1.3709118535,0.00796756,0.0735,-0.01080664
1.704,-32.0786206295,-3.0987074146,74.5837756884,2.2164173944,8.2848569273,1.2894252875,0.00838636,0.0735,-0.01129032
1.712,-32.7796927481,-1.8415445595,80.5183459852,2.5582496145,8.7179217486,1.3196822382,0.00880516,0.0735,-0.011774
1.72,-29.6716201789,1.0283811916,88.3894264183,3.2088582719,8.7851774313,1.5570873884,0.00922396,0.0735,-0.01225768
1.728,-33.3991731095,1.6798466802,101.3451486004,3.3822857661,10.0002807593,1.6939758127,0.00964276,0.0735,-0.01274136
1.736,-39.5458422736,1.3782117606,118.4389143472,3.1411840135,11.7575749922,1.5177884464,0.01006156,0.0735,-0.01322504
1.744,-43.5623354894,1.0334190735,130.6332750245,2.844027806,12.9647776519,1.2283477467,0.01048036,0.0735,-0.01370872
1.752,-49.0252844458,4.8211928038,143.0297588274,2.1664896322,14.3332337923,0.1500721941,0.01089916,0.0735,-0.0141924
1.76,-45.7472554192,11.9747084072,149.3917091476,2.6073596303,14.2695741893,-0.7952201309,0.01131796,0.0735,-0.01467608
1.768,-44.4582541527,14.8144924877,163.8266760679,2.2865660221,14.8880999843,-1.4427438169,0.01173676,0.0735,-0.01515976
1.776,-37.2353349655,16.9321202054,169.3877985192,2.4837983451,14.2944161925,-1.4509912851,0.01215556,0.0735,-0.01564344
1.784,-25.8845161458,10.2400133204,162.3362755727,2.303621416,12.4861424338,-0.244855659,0.01257436,0.0735,-0.01612712
1.792,-21.0900876546,6.6832779103,165.5357546504,1.4217045461,12.1233022176,-0.2117126546,0.01299316,0.0735,-0.0166108
1.8,-9.8890048733,15.2692376782,154.168180109,1.8566855291,10.0223068999,-0.9241281815,0.01341196,0.0735,-0.01709448
1.808,-6.0176379766,18.0890424857,148.2471134049,1.1724469096,9.2100493633,-1.3524216387,0.01383076,0.0735,-0.01757816
1.816,-2.9130418493,20.5139826372,134.0320758636,0.6571125602,8.0023441375,-1.5166912173,0.01424956,0.0735,-0.01806184
1.824,-8.0594045719,22.7256270805,117.1122010769,0.838112612,7.6165179866,-1.2710579648,0.01466836,0.0735,-0.01854552
1.832,-14.9773133431,26.1180479596,122.5913446849,1.0628809739,8.7687077401,-1.4616749141,0.01508716,0.0735,-0.0190292
1.84,-12.5671475284,27.5213638015,128.4557574408,0.7071251635,8.7898034998,-1.530910469,0.01550596,0.0735,-0.01951288
1.848,-4.2113182014,33.7426500667,129.1507067685,1.7384538029,7.7211034035,-1.3071179001,0.01592476,0.0735,-0.01999656
1.856,-3.8511336839,37.1292950678,140.095025784,2.2846984947,8.2232548107,-0.9813744814,0.01634356,0.0735,-0.02048024
1.864,-17.9876531249,38.7149549397,170.3186702826,2.3513460738,11.628482207,-1.0159243592,0.01676236,0.0735,-0.02096392
1.872,-24.481741759,37.659376727,190.380424646,2.3188940446,13.5216141441,-0.6509666173,0.01718116,0.0735,-0.0214476
1.88,-26.9950012626,32.9151121934,199.4977210593,2.0058531215,14.3818345523,-0.1424937382,0.01759996,0.0735,-0.02193128
1.888,-16.9622695132,29.6225969248,195.3734272248,1.8279916562,13.022910249,0.3244526629,0.01801876,0.0735,-0.02241496
1.896,-14.6294297838,22.4796191054,193.6619654931,0.6808918341,12.715282799,0.2397123616,0.01843756,0.0735,-0.02289864
1.904,-7.3315209479,20.690088564,185.5042153322,0.3868525326,11.4322946201,0.0594500637,0.01885636,0.0735,-0.02338232
1.912,-7.0544584395,15.403438415,183.3533189979,-0.0562227346,11.3182454094,0.4508660972,0.01927516,0.0735,-0.023866
1.92,-10.8980125587,7.1920652706,183.2355971929,-0.6324326252,11.8207276028,1.1153856014,0.01969396,0.0735,-0.02434968
1.928,-16.8301952626,-2.6879434779,161.373320704,-1.4652045418,11.3464514938,1.6667047802,0.02011276,0.0735,-0.02483336
1.936,-18.0003047384,-11.6503443568,140.720122979,-2.0257699644,10.3809199054,1.8815357043,0.02053156,0.0735,-0.02531704
1.944,-32.486918714,-17.1958242492,132.9827151217,-2.158959171,11.767264332,1.9082026391,0.02095036,0.0735,-0.02580072
1.952,-30.3633641528,-19.3698076861,124.5627068003,-2.6964518709,11.0336104809,1.7230225403,0.02136916,0.0735,-0.0262844
1.96,-34.3784915473,-18.4836009854,120.5887730173,-2.499645961,11.3335451592,1.7009796866,0.02178796,0.0735,-0.02676808
1.968,-37.2135647915,-19.8052929929,124.1996568678,-2.4416189699,11.9062659366,1.9930007811,0.02220676,0.0735,-0.02725176
1.976,-42.8927316984,-22.2655313204,130.2206098533,-2.8875263443,12.9640451687,2.0083146196,0.02262556,0.0735,-0.02773544
1.984,-38.3287381191,-21.8747859874,121.5242222353,-2.9534501057,11.877616844,1.9023779618,0.02304436,0.0735,-0.02821912
1.992,-28.9388244945,-22.3298768571,109.824352828,-3.2990765033,10.0567664973,1.7614286012,0.02346316,0.0735,-0.0287028
2,-19.7453918937,-16.453224776,102.2503354238,-3.1208171872,8.4440922328,1.1484443132,0.02388196,0.0735,-0.02918648
2.008,-18.4997821755,-13.2975901244,97.104468865,-2.975799711,7.9468663489,0.829932223,0.02430076,0.0735,-0.02967016
2.016,-24.1756269247,-10.8188929389,92.4823641675,-2.673868481,8.3619514186,0.5076826734,0.02471956,0.0735,-0.03015384
2.024,-26.9940378644,-11.4508168408,81.6505281458,-2.2976565211,8.0913521537,0.4514769241,0.02513836,0.0735,-0.03063752
2.032,-34.5241658084,-16.9453921263,77.0367737292,-2.5069682012,8.7802655158,0.5251939509,0.02555716,0.0735,-0.0311212
2.04,-35.0774079741,-17.9567302171,82.6849870798,-2.2990746021,9.1691844436,0.7089276115,0.02597596,0.0735,-0.03160488
2.048,-36.8476688283,-17.947245678,82.2445032304,-2.5398806438,9.3018428856,0.6130340539,0.02639476,0.0735,-0.03208856
2.056,-35.8795686203,-19.6779575138,83.7542981537,-2.8650328423,9.2618622216,0.6077047105,0.02681356,0.0735,-0.03257224
2.064,-38.7676429369,-22.8484663082,87.1358698074,-3.1436455094,9.8302627906,0.8936327667,0.02723236,0.0735,-0.03305592
2.072,-41.8493266484,-22.2163450164,88.3755337853,-3.0125097118,10.2905510299,0.8498265059,0.02765116,0.0735,-0.0335396
2.08,-36.3879473731,-26.943834149,84.8591913207,-3.247480924,9.4368839872,1.4334533094,0.02806996,0.0735,-0.03402328
2.088,-30.0416522972,-25.7067022278,81.525300697,-2.928215701,8.4602320835,1.7862083194,0.02848876,0.0735,-0.03450696
2.096,-37.3382509588,-24.905653454,81.3584381746,-2.8602616472,9.3553109181,1.7641618347,0.02890756,0.0735,-0.03499064
2.104,-35.899195665,-25.4886245157,79.6258592713,-3.0374113998,9.0843982899,1.6961193483,0.02932636,0.0735,-0.03547432
2.112,-33.8130899065,-20.4847496509,80.2928589097,-2.4329309727,8.8427393472,1.2937964837,0.02974516,0.0735,-0.035958
2.12,-36.2406221793,-15.8794687929,83.2572363245,-1.5353496567,9.3269035846,1.4819694263,0.03016396,0.0735,-0.03644168
2.128,-36.0222600727,-16.4609987983,86.1405041542,-1.4258935729,9.4930173309,1.6931782139,0.03058276,0.0735,-0.03692536
2.136,-37.2597895648,-19.2157443581,89.4681306208,-1.5701792938,9.9065550354,1.9464163033,0.03100156,0.0735,-0.03740904
2.144,-34.1468801461,-15.4712672532,89.9943052134,-1.2426011292,9.5656570817,1.6898363909,0.03142036,0.0735,-0.03789272
2.152,-35.9146096965,-11.4553983858,95.1915464512,-0.8228867288,10.0694123874,1.2110208768,0.03183916,0.0735,-0.0383764
2.16,-29.4149908388,-8.0009386444,100.3636943077,-0.7268186327,9.606854387,0.763406315,0.03225796,0.0735,-0.03886008
2.168,-32.4235061274,-6.8974441836,95.6745400648,-0.9707080648,9.6744790729,0.4432061567,0.03267676,0.0735,-0.03934376
2.176,-33.8643268559,-11.774560821,100.1367840483,-1.6457015166,10.133021508,0.7590236701,0.03309556,0.0735,-0.03982744
2.184,-27.4962833527,-13.4673351179,102.1589049916,-1.8863682151,9.5136538957,0.9848359034,0.03351436,0.0735,-0.04031112
2.192,-29.3327766028,-14.5569412465,105.3395472978,-2.0508443587,9.9405648737,1.1638285403,0.03393316,0.0735,-0.0407948
2.2,-29.178745404,-12.8934645462,110.2741110982,-1.8995223989,10.2271104752,1.0062598448,0.03435196,0.0735,-0.04127848
2.208,-30.3497999364,-14.2969706001,112.482306004,-2.2558714505,10.490552988,0.9591764189,0.03477076,0.0735,-0.04176216
2.216,-31.8029370253,-12.2716289774,110.2436655146,-2.1349966592,10.512787542,0.8956336373,0.03518956,0.0735,-0.04224584
2.224,-34.9000019908,-9.7473912324,118.7611747992,-1.8291006205,11.4365027331,0.6208406683,0.03560836,0.0735,-0.04272952
2.232,-33.6335736463,-5.4927358825,123.7124567884,-1.2609890184,11.6418996881,0.3602305067,0.03602716,0.0735,-0.0432132
2.24,-40.5807213983,-0.4784433186,141.316611758,0.0897224737,13.5481992569,0.2181882949,0.03644596,0.0735,-0.04369688
2.248,-56.0278662173,8.5149014898,161.373343844,1.3111844404,16.556324675,-0.313631412,0.03686476,0.0735,-0.04418056
2.256,-66.6070544204,13.3827017659,177.2233591172,2.0426953173,18.7451589085,-0.5695281069,0.03728356,0.0735,-0.04466424
2.264,-51.0092096033,12.0686851304,131.361485695,1.8603032477,14.0878612308,-0.4404475824,0.0374929599,0.0735,-0.0449060796
2.272,-39.6612269852,9.6129891387,90.6910851854,1.2216488304,10.2413889405,-0.5403303476,0.0374929597,0.0735,-0.0449060788
2.28,-35.6498313306,9.757555603,75.1553010717,1.0744647556,8.7901458172,-0.5987543638,0.0374929595,0.0735,-0.044906078
2.288,-36.8242187581,7.6898896015,67.7350460194,0.718522427,8.4367707652,-0.700938554,0.0374929593,0.0735,-0.0449060772
2.296,-39.7594277309,8.6247489287,64.8599438827,0.882559865,8.6485852333,-0.4340930189,0.0374929591,0.0735,-0.0449060764
2.304,-44.2990657583,9.1370466555,64.4043222688,0.8356831409,9.1487202035,-0.5952006716,0.0374929588,0.0735,-0.0449060757
2.312,-46.7782013859,9.8911678104,63.5254337243,0.8497116577,9.4105451796,-0.7271010247,0.0374929586,0.0735,-0.0449060749
2.32,-47.7644219568,8.9745809379,60.757764465,0.7331031072,9.3705237299,-0.7270076191,0.0374929584,0.0735,-0.0449060741
2.328,-49.1527003796,8.2102515332,57.3658730045,0.5958150548,9.3366626115,-0.706024396,0.0374929582,0.0735,-0.0449060733
2.336,-44.8693749383,6.6795608737,44.2921581874,0.376275017,8.0607360177,-0.709779977,0.0374929579,0.0735,-0.0449060723
2.344,-40.3252191186,3.9379411334,36.2493618842,0.3390825218,7.0702164682,-0.4435459747,0.0374929576,0.0735,-0.0449060712
2.352,-31.3181483501,3.7001395095,27.53473123,0.3844908145,5.433996593,-0.372314119,0.0374929573,0.0735,-0.04490607
2.36,-28.1072468505,6.3626298082,26.5496733352,0.3860051607,4.9596112272,-1.0525889899,0.0374929569,0.0735,-0.0449060688
2.368,-29.5539563708,4.2078845909,25.4013023117,0.2251379792,5.0897995266,-1.0477238348,0.0374929566,0.0735,-0.0449060677
2.376,-34.9505284516,4.4685483849,27.8402994647,0.2609397559,5.8409200836,-0.8658810299,0.0374929563,0.0735,-0.0449060665
2.384,-36.9780705335,4.2017232733,30.269639176,0.3825182702,6.2270509956,-0.6805165274,0.0374929559,0.0735,-0.0449060654
2.392,-40.603356119,1.8041769305,33.3001684382,0.2000639324,6.8307117096,-0.6656956751,0.0374929556,0.0735,-0.0449060642
2.4,-46.9996418584,0.2201402422,35.3791081466,0.1038432778,7.7256273678,-0.3780162454,0.0374929552,0.0735,-0.0449060631
2.408,-43.4233769269,-2.3790746325,30.7498368185,-0.0971090556,7.0233771516,0.0119761916,0.0374929549,0.0735,-0.0449060619
2.416,-41.3138182133,-7.3576171512,28.4000029355,-0.4399810966,6.6242752603,0.860730235,0.0374929545,0.0735,-0.0449060607
2.424,-50.0107391248,-7.3685275717,35.7615581546,-0.4937154949,8.0477991387,0.7196414961,0.0374929542,0.0735,-0.0449060596
2.432,-50.5686091904,-9.9615736009,36.2409061844,-0.6728304607,8.1652538543,1.1372112846,0.0374929538,0.0735,-0.0449060584
2.44,-52.305716275,-10.3112966517,38.5936178847,-0.7675981552,8.5013451189,1.1005887826,0.0374929535,0.0735,-0.0449060573
2.448,-51.3700952562,-9.9290920518,37.7568087255,-0.7759566322,8.3517937337,0.9717310607,0.0374929531,0.0735,-0.0449060561
2.456,-51.7315082926,-7.5832696625,36.5217896651,-0.6315145422,8.3217968404,0.5756515699,0.0374929527,0.0735,-0.044906055
2.464,-54.6360420693,-7.9065110962,37.5611229111,-0.7535164791,8.711139249,0.3568163194,0.0374929524,0.0735,-0.0449060539
2.472,-57.5964890084,-7.0548544288,38.7953987255,-0.7807797952,9.1021159735,0.2062905222,0.037492952,0.0735,-0.0449060527
2.48,-52.4368937598,-5.6989519804,34.7136629704,-0.7181218701,8.2314179966,-0.0516313495,0.0374929516,0.0735,-0.0449060516
2.488,-47.0680774725,-4.8993800087,29.5587561272,-0.7014536798,7.2682851369,-0.2203716355,0.0374929512,0.0735,-0.0449060504
2.496,-39.6747933479,-4.0110313165,25.7257888815,-0.6462804503,6.1407930029,-0.2581748024,0.0374929509,0.0735,-0.0449060493
2.504,-38.7003002794,-3.2494851881,26.1580522563,-0.673081026,6.0169319104,-0.4193725297,0.0374929505,0.0735,-0.0449060481
2.512,-37.7857785887,-5.2886118612,25.1537520663,-0.765455356,5.8752429065,-0.0697454046,0.0374929501,0.0735,-0.044906047
2.52,-44.0717020347,-4.1641880527,28.9631174982,-0.6213038887,6.8312768429,-0.0036132726,0.0374929497,0.0735,-0.0449060458
2.528,-47.8684421066,-4.6032611721,31.786394283,-0.7531914176,7.4178793451,-0.1041424999,0.0374929493,0.0735,-0.0449060447
2.536,-51.9524445094,-4.9100789979,34.7886095913,-0.9219253197,8.0225578305,-0.1896371826,0.0374929489,0.0735,-0.0449060436
2.544,-52.7637328408,-5.6406192272,36.1602061742,-1.1188565198,8.1737901983,-0.1398472691,0.0374929485,0.0735,-0.0449060424
2.552,-53.3971561354,-8.6967833036,38.2260622031,-1.5305890555,8.3750809198,-0.0191731402,0.0374929481,0.0735,-0.0449060413
2.56,-54.9078178962,-8.8704927779,41.2538602513,-1.6433435183,8.7120739925,-0.1072597073,0.0374929477,0.0735,-0.0449060402
2.568,-58.7033830014,-12.5080736157,41.4890109025,-2.3245607645,9.1701441482,-0.156057878,0.0374929473,0.0735,-0.044906039
2.576,-59.9464410984,-11.340460099,41.3088675188,-2.4628149133,9.291419225,-0.521399087,0.0374929469,0.0735,-0.0449060379
2.584,-59.1185329804,-11.791526252,39.3038900665,-2.8207057126,9.0434400566,-0.9446775282,0.0374929465,0.0735,-0.0449060368
2.592,-56.54673424,-13.6335404717,37.8328897742,-3.1138079358,8.6890896797,-0.8914981248,0.0374929461,0.0735,-0.0449060356
2.6,-57.287215966,-12.2121970287,37.7360360975,-2.8936583208,8.7373966552,-0.8800996912,0.0374929457,0.0735,-0.0449060345
2.608,-62.5051267541,-14.6971068355,40.8786969832,-3.0791543778,9.5069310617,-0.61387745,0.0374929452,0.0735,-0.0449060334
2.616,-64.8103721684,-12.3096206592,40.2200472794,-2.8044427164,9.7104448817,-0.7427523052,0.0374929448,0.0735,-0.0449060322
2.624,-61.8882049015,-8.5808807739,38.2318803354,-2.5408719407,9.2689299581,-1.1637305884,0.0374929444,0.0735,-0.0449060311
