"Points:0","Points:1","Points:2"
0.061444,0.077861,0.050495
-0.13318,0.18829,0.047495
-0.050968,0.15051,0.047495
-0.047612,0.15051,0.047495
0.031244,0.042989,0.047495
-0.029157,0.060425,0.047495
-0.040901,-0.047098,0.050495
-0.037545,-0.047098,0.050495
-0.11808,-0.0064134,0.047495
-0.10298,0.11855,0.047495
-0.13654,-0.073252,0.047495
-0.072779,0.10692,0.047495
-0.076135,0.10692,0.047495
-0.009023,-0.015131,0.047495
-0.0073452,-0.018037,0.047495
-0.10969,0.031365,0.047495
-0.11137,0.034271,0.047495
-0.030833,0.19701,0.050494
-0.034193,0.19701,0.050494
-0.057679,-0.018037,0.050495
-0.15498,0.14756,0.048383
-0.1538,0.1497,0.047924
-0.15301,0.14762,0.047695
0.081802,0.20537,0.050369
-0.15168,0.0053185,0.047752
-0.12144,0.098203,0.047495
-0.12479,0.098203,0.047495
-0.076135,-0.055816,0.047495
-0.14324,0.054613,0.047497
-0.076136,-0.084895,0.047491
-0.074469,-0.087722,0.047503
-0.069423,0.15923,0.050495
-0.0039897,0.011023,0.050495
-0.11976,0.17085,0.047495
-0.062712,-0.044192,0.047495
-0.03419,0.098203,0.050495
-0.037545,0.098203,0.050495
0.044666,0.13598,0.047495
0.031244,-0.055816,0.047495
0.056411,0.15051,0.050495
0.059766,0.15051,0.050495
0.083255,0.092391,0.047495
0.086611,0.092391,0.047495
-0.0073452,0.063331,0.047495
-0.010701,0.063331,0.047495
-0.045934,0.13598,0.050495
0.031246,-0.084894,0.04749
0.032904,-0.087729,0.047504
-0.15134,0.092359,0.050414
-0.14829,0.092398,0.050498
0.0043993,0.11855,0.050495
-0.10969,0.13598,0.050495
-0.035868,0.0023046,0.047495
0.0346,0.10692,0.050495
0.031244,0.10692,0.050495
0.073169,-0.087735,0.047502
0.066478,0.17376,0.047495
0.068155,0.17667,0.047495
0.069833,0.17376,0.047495
0.0010437,0.037177,0.047495
0.059766,0.15632,0.047495
0.019499,-0.041286,0.047495
0.022855,-0.041286,0.047495
0.052843,-0.09222,0.047723
-0.13821,0.16795,0.050495
-0.029157,0.037177,0.047495
0.01448,-0.090117,0.047634
-0.032512,0.054613,0.050495
-0.04929,0.013929,0.047495
-0.086201,-0.044192,0.047495
-0.082846,-0.044192,0.047495
-0.037545,-0.00060136,0.050495
-0.03419,-0.00060136,0.050495
-0.092781,-0.090119,0.047635
0.054733,-0.03838,0.050495
0.011111,-0.055816,0.047495
0.027897,-0.084907,0.050503
-0.032512,-0.0093194,0.047495
-0.035868,-0.0093194,0.047495
0.026211,-0.05291,0.050495
0.022855,-0.05291,0.050495
-0.12144,-0.00060136,0.047495
0.029566,-0.02385,0.047495
0.026211,-0.02385,0.047495
-0.10633,0.077861,0.047495
-0.12479,0.098203,0.050495
-0.076136,-0.084895,0.050501
-0.081168,-0.05291,0.050495
-0.084524,-0.05291,0.050495
0.0060771,-0.00060136,0.047495
0.0077549,0.0023046,0.047495
0.0094327,-0.00060136,0.047495
-0.13654,-0.0035073,0.047495
-0.020768,-0.064534,0.050495
-0.024123,-0.064534,0.050495
0.022855,0.12145,0.047495
0.039633,0.15051,0.050495
0.042989,0.15051,0.050495
0.041311,0.15342,0.050495
-0.045934,0.083673,0.047495
-0.04929,0.083673,0.047495
0.021177,-0.026756,0.050495
-0.025801,0.042989,0.047495
-0.047612,0.051707,0.047495
-0.044257,0.051707,0.047495
-0.10466,0.10983,0.050495
-0.10801,0.10983,0.050495
0.042989,0.045895,0.047495
0.046344,0.045895,0.047495
-0.092913,-0.032568,0.050495
-0.01518,0.2072,0.047716
-0.10801,0.12726,0.047495
-0.10633,0.13017,0.047495
-0.10466,0.12726,0.047495
-0.12815,-0.018037,0.050495
-0.12479,-0.018037,0.050495
0.086611,0.045895,0.050495
0.089967,0.045895,0.050495
0.088289,0.048801,0.050495
-0.11472,0.18538,0.050495
-0.11137,0.18538,0.050495
-0.11305,0.18829,0.050495
-0.15295,0.10695,0.047736
-0.15498,0.10755,0.048373
-0.15379,0.1092,0.047921
0.064423,0.20507,0.047624
-0.0039903,0.197,0.050494
-0.092913,0.072049,0.050495
-0.067746,0.15051,0.047495
-0.066068,0.15342,0.047495
-0.06439,0.15051,0.047495
0.076544,0.011023,0.047495
0.073189,0.011023,0.047495
-0.047612,0.074955,0.050495
-0.044257,0.074955,0.050495
0.026211,0.15632,0.050495
0.024533,0.15923,0.050495
-0.039223,0.14761,0.050495
0.017822,0.066237,0.050495
-0.022445,0.11855,0.050495
0.071511,0.037177,0.050495
0.073189,-0.00060136,0.050495
0.076544,-0.00060136,0.050495
0.074867,0.0023046,0.050495
-0.15434,0.030189,0.04963
-0.11976,0.037177,0.050495
0.05474,0.20537,0.0476
0.066478,-0.0064134,0.050495
0.0094327,0.1912,0.047495
0.0021784,-0.092028,0.048756
0.081578,-0.061628,0.050495
-0.056384,0.205,0.047636
-0.055388,0.2072,0.047716
-0.052772,0.20537,0.0476
0.089967,-0.012225,0.050495
0.086611,-0.012225,0.050495
0.0043993,0.18248,0.047495
-0.014056,0.086579,0.050495
-0.015734,0.089485,0.050495
0.044666,-0.0035074,0.047495
0.042989,-0.00060136,0.047495
-0.07949,0.077861,0.050495
-0.069423,0.037177,0.050495
0.0497,-0.00060136,0.050495
0.053055,-0.00060136,0.050495
-0.15154,0.069251,0.050348
-0.10466,-0.02385,0.050495
0.046651,0.20695,0.048821
0.048991,0.2072,0.047716
0.044702,0.20718,0.047686
-0.14661,-0.015136,0.050501
0.039633,0.069143,0.047495
0.042989,0.069143,0.047495
-0.010701,-0.041286,0.050495
-0.014056,-0.041286,0.050495
-0.012379,-0.044192,0.050495
-0.012379,0.089485,0.047495
-0.052646,0.17667,0.050495
-0.032512,0.066237,0.047495
0.0094327,0.17376,0.050495
0.0060771,0.17376,0.050495
-0.04929,0.14761,0.047495
-0.045934,0.14761,0.047495
-0.02077,-0.081968,0.050495
-0.13989,-0.03838,0.047495
-0.057677,-0.081968,0.050495
-0.040901,0.12145,0.047495
0.016144,0.18538,0.050495
0.0060771,-0.018037,0.047495
-0.069423,0.10692,0.047495
0.049699,-0.081968,0.050495
0.089967,0.19701,0.047495
0.086612,0.19701,0.047495
-0.032508,0.19993,0.050501
-0.035848,0.19995,0.050506
-0.15479,0.15149,0.048269
-0.015734,-0.055816,0.047495
-0.13821,0.051707,0.047495
-0.13654,0.054613,0.047495
0.068155,-0.050004,0.050495
-0.12311,0.10111,0.047495
-0.12647,0.10111,0.047495
-0.087761,0.20267,0.050454
-0.091178,0.20267,0.050456
-0.082846,-0.055816,0.047495
-0.072784,-0.084914,0.047488
0.086611,0.063331,0.050495
0.083255,0.063331,0.050495
-0.12144,0.12145,0.047495
-0.040901,0.022647,0.050495
-0.037545,0.022647,0.050495
-0.09459,0.15632,0.047495
-0.097946,0.15632,0.047495
-0.13989,0.054613,0.047495
0.086611,0.15051,0.050495
-0.066068,0.15923,0.050495
0.024533,-0.055816,0.047495
0.074867,0.13598,0.047495
-0.035868,0.10111,0.050495
0.034598,-0.084912,0.047487
0.041311,0.13598,0.047495
0.091644,0.18248,0.050495
-0.10466,0.098203,0.050495
0.058089,0.14761,0.050495
0.061444,0.14761,0.050495
0.084933,0.089485,0.047495
-0.009023,0.066237,0.047495
0.071511,0.17667,0.047495
0.066478,0.12145,0.050495
0.022855,0.10402,0.047495
0.026211,0.10402,0.047495
-0.1013,0.17376,0.050495
-0.10298,0.17085,0.050495
0.0060771,0.016835,0.047495
0.0027215,0.016835,0.047495
-0.14982,0.089474,0.050489
0.042989,-0.047098,0.047495
0.037955,0.10692,0.050495
0.036277,0.12726,0.050495
-0.025801,0.031365,0.047495
0.021177,-0.044192,0.047495
0.024533,-0.044192,0.047495
0.0077549,0.11273,0.050495
-0.056001,0.013929,0.047495
0.054753,-0.090108,0.047633
0.078222,0.10692,0.050495
0.016476,-0.092215,0.047722
0.044666,0.15342,0.050495
-0.089557,-0.044192,0.047495
-0.035868,-0.0035074,0.050495
-0.03419,0.045895,0.047495
-0.032512,0.048801,0.047495
-0.030834,0.045895,0.047495
-0.027479,0.040083,0.050495
-0.030834,0.040083,0.050495
-0.090596,-0.092214,0.047722
-0.029157,-0.0093194,0.047495
0.024533,-0.050004,0.050495
-0.11976,0.0023046,0.047495
-0.12311,0.0023046,0.047495
0.027888,-0.020944,0.047495
0.024533,-0.020944,0.047495
-0.057679,-0.035474,0.050495
-0.054323,-0.035474,0.050495
0.086611,-0.064534,0.047495
0.089967,-0.064534,0.047495
-0.079499,-0.084908,0.050502
-0.082846,-0.050004,0.050495
0.059766,0.12145,0.047495
-0.13318,-0.0035074,0.047495
-0.022445,-0.061628,0.050495
0.039633,0.17376,0.050495
0.042989,0.17376,0.050495
0.041311,0.17667,0.050495
-0.040901,-0.035474,0.050495
-0.042579,0.083673,0.047495
-0.045934,0.048801,0.047495
-0.042579,0.048801,0.047495
-0.15275,-0.044429,0.050377
-0.15498,0.17158,0.048374
-0.10298,0.13017,0.047495
0.091644,0.048801,0.050495
-0.15156,0.1099,0.047724
0.048022,0.1941,0.050495
-0.071101,0.12726,0.047495
-0.12647,-0.020944,0.050495
-0.12311,-0.020944,0.050495
-0.06439,0.18538,0.050495
-0.099624,0.11273,0.047495
-0.074457,0.016835,0.050495
-0.077813,0.016835,0.050495
-0.029157,0.10692,0.047495
-0.062712,0.15342,0.047495
0.042989,0.063331,0.050495
0.039633,0.063331,0.050495
-0.067746,0.17376,0.047495
-0.066068,0.17667,0.047495
-0.06439,0.17376,0.047495
0.074867,0.013929,0.047495
0.071511,0.013929,0.047495
-0.045934,0.072049,0.050495
-0.042579,0.072049,0.050495
-0.044257,0.15051,0.050495
-0.042579,0.14761,0.050495
-0.071101,0.057519,0.050495
-0.074457,0.057519,0.050495
0.046344,0.011023,0.050495
0.044666,0.0081167,0.050495
-0.15422,0.025631,0.04962
-0.036235,0.20514,0.047632
0.076544,-0.058722,0.050495
0.078222,-0.061628,0.050495
-0.12311,0.037177,0.050495
-0.1013,0.028459,0.050495
0.0064867,-0.091991,0.048818
-0.084524,0.0052107,0.050495
-0.082846,0.0081167,0.050495
-0.047612,0.17376,0.047495
-0.04929,0.17085,0.047495
0.088289,-0.0093194,0.050495
0.084933,-0.0093194,0.050495
0.041311,-0.0035074,0.047495
-0.084524,0.080767,0.050495
-0.082846,0.077861,0.050495
0.042378,0.20703,0.048756
-0.14157,-0.018038,0.050495
-0.14324,-0.01513,0.050494
0.051377,-0.0035074,0.050495
-0.14157,-0.081964,0.050494
-0.14325,-0.084826,0.050482
-0.015734,-0.044192,0.050495
0.053055,0.069143,0.047495
0.056411,0.069143,0.047495
0.019499,-0.02385,0.050495
0.022855,-0.02385,0.050495
0.021177,-0.020944,0.050495
-0.074457,0.1912,0.047495
-0.071101,0.1912,0.047495
-0.029157,0.066237,0.047495
-0.027479,0.063331,0.047495
0.0077549,0.17667,0.050495
0.0043993,0.17667,0.050495
-0.052646,0.14761,0.047495
-0.09459,-0.058722,0.050495
-0.091235,-0.058722,0.050495
-0.092913,-0.055816,0.050495
0.0060771,0.1447,0.050495
0.0094327,0.1447,0.050495
-0.039223,-0.050004,0.050495
-0.097946,0.11564,0.047495
-0.09459,0.11564,0.047495
0.014466,0.18829,0.050495
-0.01909,-0.050004,0.047495
0.088295,0.19994,0.04749
0.084932,0.19996,0.047489
-0.029148,0.19994,0.050506
0.039633,-0.035474,0.050495
0.042989,-0.035474,0.050495
0.041311,-0.032568,0.050495
-0.15251,0.14172,0.047795
-0.15146,0.14456,0.047647
-0.15002,0.14182,0.047447
-0.07949,-0.061628,0.047495
-0.016018,-0.090339,0.047593
-0.11976,0.10111,0.047495
-0.089293,0.20515,0.050301
-0.06439,-0.047098,0.047495
0.084933,0.066237,0.050495
0.029566,0.016835,0.050495
0.026211,0.016835,0.050495
0.027888,-0.061628,0.047495
0.071511,0.13598,0.047495
0.0648,0.17667,0.047495
-0.12479,0.17376,0.047495
-0.12144,0.17376,0.047495
-0.032512,0.10111,0.050495
0.054733,0.14761,0.050495
0.081578,0.089485,0.047495
-0.029157,0.031365,0.047495
-0.030834,0.034271,0.047495
-0.0056675,0.066237,0.047495
0.032922,0.11564,0.047495
0.0346,0.11855,0.047495
0.036277,0.11564,0.047495
-0.040901,0.13308,0.050495
-0.044257,0.13308,0.050495
0.024533,0.10111,0.047495
0.011111,0.11273,0.050495
0.0043993,0.019741,0.047495
-0.15261,0.089554,0.050343
0.0094327,0.11564,0.050495
0.012788,0.11564,0.050495
0.039633,0.10402,0.047495
-0.12479,0.12726,0.050495
-0.040901,0.0052107,0.047495
0.017822,-0.044192,0.047495
0.037955,0.15342,0.050495
0.059766,0.16795,0.050495
0.063122,0.16795,0.050495
0.012768,-0.087637,0.047519
0.044666,0.17667,0.050495
-0.1315,0.1447,0.047495
-0.13318,0.14179,0.047495
-0.13486,0.1447,0.047495
0.056411,-0.058722,0.047495
0.039633,0.16214,0.047495
0.042989,0.16214,0.047495
-0.039223,-0.0035074,0.050495
-0.15163,0.074915,0.047672
-0.14984,0.077829,0.047532
-0.029157,0.042989,0.050495
-0.08943,-0.090337,0.0476
0.0497,-0.035474,0.050495
0.053055,-0.035474,0.050495
-0.050968,-0.058722,0.047495
0.0060771,-0.05291,0.047495
0.0027215,-0.05291,0.047495
0.022857,-0.081969,0.050495
0.02621,-0.081967,0.050494
0.027888,-0.050004,0.050495
0.031244,-0.020944,0.047495
-0.056001,-0.03838,0.050495
-0.11976,0.025553,0.047495
0.0010437,-0.044192,0.047495
-0.037545,-0.064534,0.050495
-0.1013,0.074955,0.047495
-0.10466,0.074955,0.047495
0.088289,-0.06744,0.047495
0.091644,-0.06744,0.047495
-0.12812,-0.087723,0.047503
-0.12482,-0.087721,0.047493
0.073189,-0.018037,0.047495
0.076544,-0.018037,0.047495
-0.13486,-0.058722,0.047495
-0.07949,-0.050004,0.050495
-0.01909,-0.061628,0.050495
-0.087879,0.1447,0.050495
0.026211,-0.029662,0.050495
0.022855,-0.029662,0.050495
-0.14157,0.16214,0.047495
-0.13989,0.16504,0.047495
-0.13821,0.16214,0.047495
-0.04929,0.048801,0.047495
-0.12144,0.18538,0.050495
-0.11808,0.18538,0.050495
-0.10969,0.13017,0.047495
-0.15398,-0.042085,0.050272
-0.096268,0.11273,0.047495
-0.071101,0.1912,0.050495
-0.12982,-0.020944,0.050495
-0.069423,0.15342,0.047495
-0.14659,0.048811,0.05049
-0.062712,0.17667,0.047495
0.042989,0.086579,0.050495
0.039633,0.086579,0.050495
-0.09459,0.051707,0.050495
-0.097946,0.051707,0.050495
-0.1466,0.20519,0.047532
-0.045934,0.14761,0.050495
-0.020768,0.12145,0.050495
0.078222,0.013929,0.047495
-0.04929,0.072049,0.050495
0.071511,0.0023046,0.050495
-0.072779,0.060425,0.050495
-0.076135,0.060425,0.050495
-0.014056,0.13308,0.047495
-0.039122,-0.09224,0.047728
-0.11808,0.045895,0.050495
-0.13654,-0.0035073,0.050495
-0.12815,0.057519,0.050495
-0.0039897,0.12145,0.047495
0.091644,-0.0093194,0.050495
-0.071101,0.034271,0.050495
-0.15447,0.067511,0.050376
0.050609,0.20709,0.048753
0.052878,0.20722,0.047724
-0.13989,-0.015131,0.050495
-0.009023,-0.044192,0.050495
0.024533,-0.020944,0.050495
0.048022,-0.0035074,0.050495
-0.0073452,0.080767,0.047495
0.0799,-0.029662,0.050495
0.083255,-0.029662,0.050495
-0.047612,-0.02385,0.050495
-0.044257,-0.02385,0.050495
-0.045934,-0.020944,0.050495
-0.10466,-0.029662,0.047495
-0.14492,-0.029661,0.0475
-0.1483,-0.029648,0.04752
-0.00063409,0.12145,0.050495
-0.0039897,0.12145,0.050495
-0.072779,0.18829,0.047495
-0.069423,0.18829,0.047495
-0.12144,-0.081958,0.047496
-0.11976,-0.079064,0.047495
-0.11808,-0.08196,0.047496
0.071511,-0.0035074,0.047495
-0.13486,0.1912,0.047495
-0.091235,0.051707,0.047495
-0.092913,0.048801,0.047495
-0.09459,0.051707,0.047495
-0.067746,-0.035474,0.050495
-0.06439,-0.035474,0.050495
-0.066068,-0.032568,0.050495
0.011111,0.17667,0.050495
0.0077549,0.14179,0.050495
0.011111,0.14179,0.050495
-0.082346,0.20506,0.050317
-0.078727,0.20717,0.050151
0.012788,-0.058722,0.050495
0.016144,-0.058722,0.050495
0.014466,-0.055816,0.050495
-0.015734,-0.050004,0.047495
-0.014056,-0.05291,0.047495
0.044666,-0.032568,0.050495
0.017822,0.18829,0.050495
-0.082846,-0.061628,0.047495
-0.084524,-0.058722,0.047495
-0.074457,0.10983,0.047495
-0.077813,0.10983,0.047495
0.039633,-0.012225,0.050495
0.042989,-0.012225,0.050495
0.041311,-0.0093194,0.050495
0.091654,0.19994,0.047488
-0.15464,0.14338,0.048268
0.024533,-0.061628,0.047495
0.022855,-0.058722,0.047495
-0.086016,0.20537,0.050361
0.0094327,0.051707,0.050495
0.088289,0.066237,0.050495
0.084933,0.18248,0.050495
-0.099624,0.17085,0.050495
-0.032512,0.031365,0.047495
-0.12311,0.17085,0.047495
-0.057679,0.011023,0.047495
-0.061035,0.011023,0.047495
-0.12144,0.15051,0.047495
0.012788,0.10402,0.047495
0.014466,0.10692,0.047495
0.016144,0.10402,0.047495
0.0799,0.10983,0.050495
-0.042579,0.13598,0.050495
0.021177,0.10111,0.047495
0.0077549,0.019741,0.047495
-0.042579,0.0081167,0.047495
0.032922,0.10983,0.050495
0.029566,0.10983,0.050495
0.041311,0.14761,0.050495
0.0027215,0.034271,0.047495
-0.071101,0.13308,0.050495
-0.074457,0.13308,0.050495
-0.072779,0.13017,0.050495
-0.035868,0.048801,0.047495
0.037955,0.17667,0.050495
0.061444,0.16504,0.050495
0.0648,0.16504,0.050495
-0.13654,0.14179,0.047495
0.011102,-0.084831,0.047506
-0.09459,0.17376,0.047495
-0.092913,0.17667,0.047495
-0.091235,0.17376,0.047495
-0.084524,-0.047098,0.047495
-0.081168,-0.047098,0.047495
-0.13654,0.16504,0.047495
-0.025801,0.042989,0.050495
-0.094588,-0.087634,0.047518
0.051377,-0.03838,0.050495
-0.12144,0.086579,0.047495
-0.11808,0.086579,0.047495
0.069833,-0.064534,0.050495
0.024529,-0.084897,0.0505
-0.03419,-0.0064134,0.047495
-0.037545,-0.0064134,0.047495
-0.059357,-0.03838,0.050495
-0.10298,0.077861,0.047495
0.084933,-0.06744,0.047495
-0.12605,-0.089965,0.047637
-0.12309,-0.090154,0.047542
-0.084523,-0.08197,0.050494
-0.081168,-0.081965,0.050494
0.074867,-0.020944,0.047495
0.078222,-0.020944,0.047495
-0.10633,0.12436,0.047495
-0.047612,0.086579,0.047495
-0.050968,0.086579,0.047495
-0.11305,0.18248,0.050495
0.024533,-0.026756,0.050495
-0.15258,0.11289,0.047745
-0.1548,0.11144,0.048269
0.053055,0.18538,0.050495
0.056411,0.18538,0.050495
-0.010701,-0.02385,0.050495
-0.0073452,-0.02385,0.050495
-0.15131,-0.047211,0.050458
-0.027479,0.10983,0.047495
-0.066068,0.14761,0.047495
-0.091235,-0.035474,0.050495
-0.0023119,0.15923,0.050495
-0.069423,0.17667,0.047495
-0.13993,0.20537,0.0476
-0.13845,0.20723,0.047722
-0.13652,0.20515,0.047634
0.059766,0.057519,0.050495
-0.096268,0.054613,0.050495
-0.099624,0.054613,0.050495
-0.09459,0.074955,0.050495
-0.069423,0.060425,0.050495
-0.051501,0.20723,0.047723
0.0094327,0.1447,0.047495
-0.012379,0.13017,0.047495
-0.11976,0.048801,0.050495
-0.086201,0.0081167,0.050495
-0.045934,0.17085,0.047495
-0.15007,0.013932,0.050504
-0.15245,0.013981,0.050373
-0.069423,0.042989,0.050495
-0.11808,0.034271,0.050495
-0.15258,0.066073,0.050331
-0.1315,-0.029662,0.050495
-0.12982,-0.026756,0.050495
-0.0035801,-0.092195,0.050096
-0.0017324,-0.091941,0.048821
0.00076599,-0.092174,0.050153
-0.11137,-0.064534,0.050495
-0.13988,-0.084913,0.050506
0.041311,0.066237,0.047495
-0.0039903,0.197,0.047496
-0.0073463,0.19701,0.047495
0.036277,0.034271,0.047495
0.081578,-0.032568,0.050495
0.084933,-0.032568,0.050495
-0.010701,-0.064534,0.050495
-0.014056,-0.064534,0.050495
-0.012379,-0.06744,0.050495
-0.11472,-0.012225,0.047495
-0.1164,-0.079065,0.047495
-0.096268,-0.055816,0.050495
-0.0023119,0.12436,0.050495
-0.0056675,0.12436,0.050495
-0.076135,0.18829,0.047495
-0.096268,0.048801,0.047495
-0.062712,-0.032568,0.050495
-0.017412,-0.018037,0.047495
-0.015734,-0.015131,0.047495
-0.050968,0.17376,0.050495
-0.1013,0.034271,0.047495
-0.10298,0.031365,0.047495
-0.067746,-0.012225,0.050495
-0.06439,-0.012225,0.050495
-0.066068,-0.0093194,0.050495
-0.14827,-0.00057699,0.047504
-0.14492,-0.00060223,0.047494
-0.057679,0.15051,0.047495
-0.054323,0.15051,0.047495
-0.11472,0.0052107,0.047495
0.0043993,0.14179,0.050495
0.073003,0.20722,0.047722
0.037955,-0.032568,0.050495
-0.086201,-0.061628,0.047495
0.044666,-0.0093194,0.050495
-0.084476,-0.087759,0.047494
-0.082858,-0.084895,0.047491
-0.017412,0.016835,0.050495
-0.020768,0.016835,0.050495
-0.01909,0.013929,0.050495
-0.01917,-0.089783,0.047591
-0.039223,0.019741,0.050495
-0.034304,0.20267,0.050454
-0.037696,0.20266,0.05046
0.021177,-0.061628,0.047495
-0.15473,0.13966,0.048098
0.022829,-0.087714,0.047494
0.024529,-0.084897,0.047491
-0.11472,0.1447,0.050495
-0.11472,0.098203,0.047495
-0.11808,0.098203,0.047495
0.063122,0.17376,0.047495
-0.13486,0.16214,0.050495
-0.1315,0.16214,0.050495
0.031244,0.11855,0.047495
-0.12647,0.17085,0.047495
-0.059357,0.013929,0.047495
-0.062712,0.013929,0.047495
0.017822,0.10692,0.047495
-0.13486,0.10402,0.050495
-0.1315,0.10402,0.050495
-0.13318,0.10692,0.050495
0.0497,0.15051,0.050495
0.053055,0.15051,0.050495
0.012788,0.12726,0.047495
0.014466,0.13017,0.047495
0.016144,0.12726,0.047495
-0.00063409,0.063331,0.047495
-0.0039897,0.063331,0.047495
0.036277,0.15051,0.050495
0.037955,0.14761,0.050495
-0.15464,0.087458,0.050383
-0.15443,0.091841,0.050388
-0.032512,0.042989,0.047495
-0.039223,0.0081167,0.047495
-0.077813,0.098203,0.050495
-0.081168,0.098203,0.050495
-0.07949,0.095297,0.050495
0.066478,0.15632,0.047495
0.063122,0.15632,0.047495
-0.12982,0.14179,0.047495
0.022855,-0.047098,0.047495
0.026211,-0.047098,0.047495
-0.15257,0.077951,0.047733
0.05303,-0.087631,0.047519
0.058089,0.16504,0.050495
-0.089557,0.17667,0.047495
0.014466,-0.084903,0.047488
-0.10969,0.12436,0.047495
-0.11137,0.12726,0.047495
-0.1164,0.18248,0.050495
-0.082846,-0.050004,0.047495
-0.14983,0.11277,0.047541
-0.096266,-0.084828,0.047505
0.048022,-0.03838,0.050495
-0.11976,0.083673,0.047495
-0.1164,0.083673,0.047495
0.021165,-0.084918,0.050505
-0.035868,-0.0035074,0.047495
-0.12144,0.0052107,0.047495
-0.12479,0.0052107,0.047495
0.026211,-0.018037,0.047495
0.022855,-0.018037,0.047495
-0.099624,0.077861,0.047495
-0.12969,-0.090337,0.047601
-0.082858,-0.084895,0.050501
0.071511,-0.020944,0.047495
-0.04929,0.089485,0.047495
0.056441,0.20267,0.047517
0.058245,0.20507,0.047624
-0.044257,0.045895,0.047495
-0.040901,0.045895,0.047495
0.0060761,0.19701,0.050494
-0.069423,0.14761,0.047495
-0.071101,0.15051,0.047495
-0.11137,-0.081969,0.050494
-0.11472,-0.081965,0.050494
0.017822,0.15923,0.050495
-0.14235,0.2072,0.047716
0.022855,0.057519,0.050495
-0.12479,-0.02385,0.050495
-0.12144,-0.02385,0.050495
0.069833,-0.00060136,0.050495
-0.092913,0.054613,0.050495
0.012788,0.18538,0.047495
0.016144,0.18538,0.047495
-0.059524,-0.09217,0.050148
0.073189,0.016835,0.047495
0.069833,0.016835,0.047495
-0.044257,0.069143,0.050495
-0.040901,0.069143,0.050495
0.0094327,0.17376,0.047495
-0.015734,0.13017,0.047495
-0.1164,0.048801,0.050495
-0.022445,0.089485,0.050495
-0.025801,0.17667,0.047495
0.051377,-0.0035074,0.047495
-0.10633,0.0023046,0.050495
0.036277,0.17376,0.047495
0.032922,0.17376,0.047495
-0.1546,0.063515,0.05038
-0.1164,0.031365,0.050495
0.044702,0.20718,0.050152
0.0049447,-0.092235,0.050079
0.0087645,-0.092214,0.050086
0.032922,0.069143,0.047495
0.0346,0.072049,0.047495
0.036277,0.069143,0.047495
-0.0073452,-0.041286,0.050495
0.086611,-0.0064134,0.050495
0.083255,-0.0064134,0.050495
-0.0056689,0.19994,0.04749
-0.0090168,0.19995,0.047488
-0.04929,-0.020944,0.050495
-0.015734,-0.06744,0.050495
-0.010769,-0.087612,0.050446
-0.014161,-0.087625,0.050458
-0.012623,-0.090109,0.050304
0.042989,-0.00060136,0.050495
0.046344,-0.00060136,0.050495
-0.071101,-0.076158,0.050495
-0.074457,-0.076158,0.050495
-0.072779,-0.079064,0.050495
0.078222,-0.032568,0.050495
-0.12311,-0.079065,0.047495
-0.089557,0.048801,0.047495
0.027888,0.037177,0.050495
-0.069423,-0.032568,0.050495
-0.062712,-0.0093194,0.050495
0.0010437,0.12436,0.050495
0.0094327,0.080767,0.050495
0.0060771,0.080767,0.050495
-0.0039897,-0.018037,0.047495
0.036277,-0.076158,0.050495
0.032922,-0.076158,0.050495
0.0346,-0.079064,0.050495
0.011111,-0.055816,0.050495
0.0060771,0.17957,0.050495
0.0027215,0.17957,0.050495
-0.056001,0.14761,0.047495
-0.13486,0.045895,0.047495
-0.1315,0.045895,0.047495
0.041311,-0.03838,0.050495
-0.037545,0.12145,0.047495
0.037955,-0.0093194,0.050495
-0.055388,0.2072,0.050096
-0.051501,0.20723,0.050088
-0.047612,0.022647,0.050495
-0.044257,0.022647,0.050495
-0.045934,0.025553,0.050495
0.083255,0.15632,0.050495
0.0799,0.15632,0.050495
0.012788,0.1912,0.050495
0.086569,0.20278,0.047501
0.083303,0.20283,0.047495
-0.036235,0.20514,0.050305
0.088008,-0.089964,0.047636
0.091584,-0.090336,0.0476
0.089229,-0.092236,0.047729
-0.10466,0.17957,0.050495
-0.10801,0.17957,0.050495
0.046344,0.12726,0.050495
-0.1164,0.10111,0.047495
-0.081061,0.20261,0.050465
-0.084342,0.20263,0.050448
-0.11808,0.12145,0.047495
0.011111,0.10692,0.047495
-0.12982,0.10692,0.050495
0.017822,0.13017,0.047495
0.0346,0.14761,0.050495
-0.069423,0.13017,0.050495
-0.035868,0.042989,0.047495
-0.037545,0.045895,0.047495
0.073189,0.11564,0.047495
0.074867,0.11855,0.047495
0.076544,0.11564,0.047495
0.036277,0.17376,0.050495
0.051377,0.14761,0.050495
-0.082846,0.095297,0.050495
-0.0023119,0.066237,0.047495
-0.13318,0.14761,0.047495
0.069833,0.12145,0.050495
0.041311,0.15923,0.047495
0.012788,0.016835,0.047495
0.0094327,0.016835,0.047495
-0.054323,0.10402,0.050495
-0.050968,0.10402,0.050495
-0.052646,0.10692,0.050495
-0.096268,0.17667,0.047495
-0.14821,0.17958,0.05048
0.091644,0.10111,0.050495
0.088289,0.10111,0.050495
0.089967,0.098203,0.050495
0.024533,-0.050004,0.047495
-0.07949,0.17667,0.050495
-0.13989,0.15923,0.047495
-0.14157,0.1447,0.050495
-0.13821,0.1447,0.050495
-0.061035,0.12726,0.047495
-0.086201,-0.050004,0.047495
-0.054422,-0.087622,0.047517
-0.09292,-0.084903,0.047488
-0.12311,0.083673,0.047495
