"Points:0","Points:1","Points:2"
-0.010701,-0.029662,0.050495
-0.009023,-0.026756,0.050495
-0.052646,0.18248,0.050495
0.069833,0.057519,0.050495
0.073189,0.057519,0.050495
0.048022,0.089485,0.047495
0.011111,0.083673,0.047495
-0.067746,0.069143,0.047495
-0.066068,0.072049,0.047495
-0.06439,0.069143,0.047495
0.0043993,0.17085,0.050495
-0.069423,0.16504,0.047495
0.031244,0.037177,0.047495
-0.056001,0.072049,0.047495
-0.0073452,0.16795,0.050495
-0.010701,0.16795,0.050495
-0.039223,-0.026756,0.050495
-0.032512,0.11855,0.047495
0.0799,-0.035474,0.047495
0.081578,-0.032568,0.047495
0.083255,-0.035474,0.047495
-0.00063409,-0.076158,0.050495
-0.0023119,-0.073252,0.050495
-0.15157,-0.0063111,0.047686
-0.0711,-0.081966,0.050494
-0.069413,-0.084829,0.050482
-0.009023,0.18248,0.050495
0.0648,0.1941,0.047495
-0.032512,0.1941,0.050495
-0.07949,-0.026756,0.050495
-0.07949,0.11273,0.047495
0.0060771,-0.012225,0.047495
0.0077549,-0.0093194,0.047495
0.0094327,-0.012225,0.047495
0.059785,0.20261,0.050462
0.056441,0.20267,0.050458
-0.14157,0.011022,0.047495
-0.13989,0.013929,0.047495
-0.13821,0.011023,0.047495
0.036279,-0.081966,0.050494
0.037966,-0.084827,0.050481
-0.04929,-0.0093194,0.047495
-0.10969,0.0023046,0.047495
-0.14659,0.10692,0.047509
-0.092913,0.18829,0.050495
-0.0056675,-0.061628,0.047495
-0.11808,0.051707,0.047495
-0.11976,0.048801,0.047495
-0.12144,0.051707,0.047495
0.081578,0.048801,0.050495
-0.11305,0.11855,0.047495
-0.066068,-0.050004,0.047495
-0.059357,0.054613,0.047495
-0.092913,0.14179,0.047495
-0.096268,0.14179,0.047495
-0.15485,0.035847,0.048299
-0.050968,-0.076158,0.047495
-0.052646,-0.079063,0.047495
-0.054323,-0.076158,0.047495
-0.030834,0.011023,0.050495
-0.029157,0.0081167,0.050495
-0.091235,0.16214,0.047495
-0.092913,0.15923,0.047495
-0.09459,0.16214,0.047495
-0.076135,-0.032568,0.047495
-0.04929,0.095297,0.050495
0.086611,0.13889,0.050495
0.089967,0.13889,0.050495
0.088289,0.14179,0.050495
0.0346,-0.0035074,0.050495
0.041311,-0.050004,0.047495
-0.11305,0.095297,0.050495
-0.10969,0.095297,0.050495
0.037955,0.16504,0.050495
0.078222,0.10692,0.047495
-0.009023,0.048801,0.050495
-0.015734,0.048801,0.047495
-0.057679,0.12726,0.050495
-0.061035,0.12726,0.050495
-0.059357,0.12436,0.050495
0.074867,0.11855,0.050495
0.014466,0.11855,0.047495
0.0010437,0.0023046,0.047495
-0.13318,0.095297,0.050495
0.0497,0.10402,0.047495
0.048022,0.10111,0.047495
0.046344,0.10402,0.047495
-0.10969,0.14179,0.050495
0.056411,-0.076158,0.047495
0.054733,-0.079063,0.047495
0.053055,-0.076158,0.047495
-0.12982,0.18248,0.050495
-0.13318,0.18248,0.050495
0.027888,0.11273,0.050495
-0.077813,0.16795,0.050495
-0.081168,0.16795,0.050495
-0.07949,0.16504,0.050495
0.029566,-0.029662,0.047495
0.027888,-0.032568,0.047495
0.026211,-0.029662,0.047495
0.021177,-0.03838,0.047495
-0.086201,0.18248,0.050495
0.036277,0.12145,0.050495
0.032922,0.12145,0.050495
0.0346,0.11855,0.050495
0.061444,0.16504,0.047495
-0.14325,0.17666,0.050496
0.048031,-0.084918,0.047488
-0.12982,0.14761,0.050495
-0.12647,0.14761,0.050495
0.063122,0.17376,0.050495
0.066478,0.17376,0.050495
-0.009023,0.037177,0.047495
0.017822,0.10692,0.050495
-0.13318,0.12436,0.050495
-0.0056337,-0.090049,0.047647
-0.0021443,-0.090341,0.047594
-0.00063409,0.051707,0.050495
-0.0039897,0.051707,0.050495
-0.052646,-0.0035074,0.047495
0.021177,0.12436,0.050495
0.074867,0.13598,0.050495
-0.14662,0.089487,0.050501
-0.022445,0.0023046,0.050495
-0.059353,-0.084922,0.047489
-0.025801,0.025553,0.050495
-0.029157,0.025553,0.050495
0.042989,-0.02385,0.050495
0.039633,-0.02385,0.050495
0.041311,-0.026756,0.050495
-0.12647,0.066237,0.047495
0.016144,-0.070346,0.050495
0.012788,-0.070346,0.050495
0.014466,-0.073252,0.050495
-0.096268,0.0081167,0.047495
-0.099624,0.0081167,0.047495
0.031244,-0.06744,0.050495
-0.13318,0.019741,0.047495
0.014466,-0.0035074,0.047495
-0.066068,-0.020944,0.050495
-0.1164,0.019741,0.047495
0.0043993,-0.050004,0.047495
-0.047612,-0.064534,0.050495
-0.044257,-0.064534,0.050495
-0.045934,-0.061628,0.050495
-0.09459,0.063331,0.047495
-0.092913,0.066237,0.047495
-0.091235,0.063331,0.047495
0.0010437,0.11273,0.047495
-0.14157,-0.064534,0.047495
-0.14493,-0.064535,0.047498
0.076544,-0.012225,0.047495
0.0799,-0.012225,0.047495
-0.12479,-0.058722,0.047495
-0.12647,-0.061628,0.047495
-0.12815,-0.058722,0.047495
-0.076135,-0.06744,0.050495
-0.015734,-0.079065,0.050495
0.088289,-0.050004,0.047495
0.089967,-0.047098,0.047495
0.091644,-0.050004,0.047495
-0.10298,-0.015131,0.047495
-0.099624,-0.015131,0.047495
-0.017412,0.051707,0.047495
-0.015734,0.054613,0.047495
-0.032512,-0.032568,0.050495
-0.035868,-0.032568,0.050495
0.051377,0.031365,0.047495
0.048022,0.031365,0.047495
0.071511,0.12436,0.047495
0.073189,0.12145,0.047495
0.039633,0.16214,0.050495
0.037955,0.15923,0.050495
0.0094327,-0.035474,0.050495
0.0060771,-0.035474,0.050495
0.0077549,-0.03838,0.050495
0.0027215,0.080767,0.047495
0.0060771,0.080767,0.047495
-0.10633,0.089485,0.050495
0.054733,0.14761,0.047495
-0.06439,0.092391,0.050495
-0.062712,0.089485,0.050495
-0.009023,-0.032568,0.050495
0.058089,0.048801,0.047495
-0.11976,-0.03838,0.047495
-0.11975,-0.084909,0.050503
-0.07949,0.14761,0.050495
-0.13989,0.17085,0.047495
-0.12311,-0.061628,0.050495
-0.12647,-0.061628,0.050495
-0.12617,0.20537,0.050368
-0.12647,-0.015131,0.050495
0.071511,0.18829,0.050495
-0.12311,-0.03838,0.050495
-0.071101,0.12145,0.047495
-0.072779,0.11855,0.047495
-0.074457,0.12145,0.047495
-0.040901,0.18538,0.050495
-0.037545,0.18538,0.050495
-0.039223,0.18829,0.050495
-0.15251,0.048971,0.050322
-0.089557,0.10692,0.047495
-0.086201,0.12436,0.047495
-0.059357,0.1941,0.050495
-0.067746,0.16214,0.047495
-0.069423,0.15923,0.047495
0.074867,0.0081167,0.047495
-0.045934,0.077861,0.050495
0.048022,0.066237,0.050495
-0.12311,0.18829,0.047495
0.078222,0.060425,0.050495
-0.076135,0.054613,0.050495
-0.061035,0.17376,0.050495
-0.057679,0.17376,0.050495
-0.059357,0.17667,0.050495
0.017822,0.060425,0.050495
0.012788,0.13308,0.047495
0.0094327,0.13308,0.047495
-0.022445,0.13017,0.050495
-0.14492,0.045897,0.050493
-0.14157,0.045895,0.050495
0.029566,0.028459,0.050495
0.026211,0.028459,0.050495
0.027888,0.025553,0.050495
0.088289,0.031365,0.050495
-0.15471,-0.0043809,0.050351
-0.040907,0.197,0.047496
-0.039253,0.19986,0.047505
-0.037554,0.197,0.047496
0.027888,0.17085,0.047495
-0.14988,-0.0034305,0.050483
-0.1466,-0.0035192,0.0505
0.0044135,0.19995,0.047489
-0.10256,-0.092158,0.05015
-0.0023119,0.14761,0.047495
-0.0056675,0.14761,0.047495
0.04131,0.1941,0.047495
-0.1013,0.034271,0.050495
-0.097946,0.034271,0.050495
-0.099624,0.037177,0.050495
0.032927,0.20277,0.047503
0.029537,0.2028,0.047494
-0.009023,0.14179,0.047495
-0.15141,0.011186,0.050416
0.0043993,0.17667,0.047495
-0.10801,0.011023,0.050495
-0.10466,0.011023,0.050495
-0.10633,0.013929,0.050495
0.021397,0.20538,0.047593
-0.024123,0.16795,0.047495
-0.025801,0.16504,0.047495
-0.027479,0.16795,0.047495
-0.13989,0.054613,0.050495
0.088289,-0.015131,0.050495
0.0077549,0.12436,0.047495
-0.084524,0.074955,0.050495
-0.087879,0.074955,0.050495
-0.086201,0.072049,0.050495
-0.069423,0.025553,0.050495
-0.15258,0.054357,0.05034
-0.15434,0.055745,0.05035
-0.15446,0.051803,0.050389
-0.0017353,0.20694,0.048821
-0.1013,-0.035474,0.050495
-0.097946,-0.035474,0.050495
-0.099624,-0.032568,0.050495
-0.12982,-0.06744,0.050495
0.058089,0.013929,0.050495
-0.15149,-0.052908,0.050417
-0.15366,-0.053663,0.050288
-0.15286,-0.055385,0.05041
0.048022,0.054613,0.047495
0.051377,0.089485,0.047495
0.053055,0.086579,0.047495
0.0094327,-0.018037,0.050495
0.011111,-0.015131,0.050495
0.081578,0.037177,0.050495
0.0077549,0.089485,0.047495
0.024533,0.037177,0.047495
0.0010437,0.077861,0.050495
-0.098287,0.20721,0.047716
-0.054323,0.069143,0.047495
-0.052646,0.072049,0.047495
-0.050968,0.069143,0.047495
-0.096268,-0.0093194,0.047495
0.071511,0.054613,0.050495
0.074867,0.054613,0.050495
0.084933,-0.032568,0.047495
-0.15001,-0.0093413,0.047444
-0.072784,-0.084914,0.050505
0.0077549,0.17085,0.050495
0.036277,0.069143,0.050495
0.039633,0.069143,0.050495
0.081578,-0.0035074,0.047495
-0.09459,-0.070346,0.050495
-0.096268,-0.073252,0.050495
-0.009023,0.17085,0.050495
-0.14661,-0.073262,0.047484
-0.029157,0.11855,0.047495
-0.054336,0.20277,0.050484
-0.057643,0.20272,0.05049
-0.092913,0.13017,0.047495
0.034598,-0.084912,0.050506
-0.050968,-0.0064134,0.047495
-0.052646,-0.0093194,0.047495
-0.054323,-0.0064134,0.047495
-0.012379,0.18248,0.050495
-0.10298,0.0023046,0.047495
-0.0023119,-0.06744,0.047495
-0.12311,0.048801,0.047495
0.061444,0.1941,0.047495
0.0799,-0.070346,0.050495
0.078222,-0.073252,0.050495
-0.062712,-0.055816,0.047495
0.058245,0.20507,0.050317
0.05474,0.20537,0.05036
-0.071101,0.063331,0.047495
-0.072779,0.060425,0.047495
-0.074457,0.063331,0.047495
-0.14325,0.10692,0.047493
-0.096268,0.18829,0.050495
-0.032512,0.0081167,0.050495
-0.077813,-0.029662,0.047495
-0.07949,-0.032568,0.047495
-0.081168,-0.029662,0.047495
0.078222,0.048801,0.050495
-0.10969,0.11855,0.047495
-0.11471,0.20277,0.050483
-0.11811,0.20277,0.050487
0.091644,0.14179,0.050495
0.029566,-0.00060136,0.050495
0.031244,-0.0035074,0.050495
0.044666,-0.055816,0.047495
-0.0056675,0.042989,0.050495
-0.089557,0.14179,0.047495
-0.067746,0.1447,0.050495
-0.071101,0.1447,0.050495
0.068155,0.18248,0.050495
-0.10298,0.14179,0.050495
-0.092913,0.16504,0.047495
-0.061035,0.0052107,0.047495
-0.06439,0.0052107,0.047495
0.068155,0.15923,0.047495
-0.082846,0.16504,0.050495
0.063122,0.13889,0.047495
0.066478,0.13889,0.047495
-0.11137,0.15051,0.047495
-0.11305,0.14761,0.047495
-0.11472,0.15051,0.047495
-0.1164,0.095297,0.050495
-0.13654,0.17667,0.050495
-0.0073452,0.034271,0.047495
-0.0056675,0.037177,0.047495
-0.0039897,0.034271,0.047495
-0.059357,0.13017,0.050495
-0.062712,0.13017,0.050495
0.078222,0.11855,0.050495
0.017822,0.11855,0.047495
0.016144,0.10983,0.050495
0.012788,0.10983,0.050495
0.014466,0.10692,0.050495
-0.0023119,0.0023046,0.047495
-0.12982,0.095297,0.050495
0.014466,0.13017,0.050495
0.048022,0.10692,0.047495
0.044666,0.10692,0.047495
-0.13821,0.12726,0.050495
-0.13654,0.12436,0.050495
-0.059357,0.0023046,0.047495
-0.10801,0.12145,0.050495
-0.11137,0.12145,0.050495
0.089967,0.10402,0.047495
0.088289,0.10111,0.047495
0.086611,0.10402,0.047495
-0.056001,0.0023046,0.047495
-0.12647,0.18248,0.050495
0.017822,0.13017,0.050495
0.0648,0.16504,0.047495
-0.0056675,0.0081167,0.047495
-0.13318,0.14761,0.050495
0.0648,0.17085,0.050495
0.081578,0.11273,0.050495
-0.0090829,-0.090337,0.0476
-0.0023119,0.054613,0.050495
-0.0056675,0.054613,0.050495
0.074867,0.12436,0.047495
0.048022,-0.055816,0.047495
0.022855,-0.00060136,0.050495
0.026211,-0.00060136,0.050495
-0.1315,0.15632,0.047495
-0.12982,0.15923,0.047495
-0.022445,0.025553,0.050495
-0.11289,-0.090057,0.047649
-0.10956,-0.090337,0.047601
0.041311,-0.020944,0.050495
-0.054323,0.063331,0.047495
-0.057679,0.063331,0.047495
-0.059357,-0.055816,0.047495
0.059766,-0.064534,0.050495
0.063122,-0.064534,0.050495
0.061444,-0.061628,0.050495
0.0010437,-0.06744,0.047495
0.014466,-0.06744,0.050495
-0.092913,0.0081167,0.047495
-0.062712,-0.020944,0.050495
-0.11976,0.019741,0.047495
0.0010437,-0.050004,0.047495
-0.045934,-0.06744,0.050495
-0.042579,-0.06744,0.050495
-0.092913,0.060425,0.047495
0.088289,-0.061628,0.047495
0.089967,-0.058722,0.047495
0.091644,-0.061628,0.047495
-0.14324,-0.061628,0.047497
-0.091235,-0.070346,0.050495
-0.092913,-0.073252,0.050495
0.078222,-0.015131,0.047495
-0.12647,-0.055816,0.047495
-0.12982,-0.055816,0.047495
0.051377,0.14761,0.047495
0.0497,0.15051,0.047495
-0.13486,-0.018037,0.047495
-0.13821,-0.018037,0.047495
-0.066068,0.089485,0.050495
-0.15251,0.048978,0.047814
-0.15176,0.046095,0.047659
-0.1548,0.047411,0.048268
-0.10633,-0.015131,0.047495
-0.029157,-0.032568,0.050495
0.054733,0.031365,0.047495
-0.12311,-0.03838,0.047495
-0.12479,-0.035474,0.047495
-0.074457,0.1447,0.050495
-0.076135,0.14761,0.050495
0.0077549,-0.032568,0.050495
0.0043993,-0.032568,0.050495
0.0043993,0.077861,0.047495
0.0077549,0.077861,0.047495
-0.014056,-0.0064134,0.050495
-0.010701,-0.0064134,0.050495
-0.012379,-0.0035074,0.050495
-0.12146,0.20279,0.050485
-0.12301,0.20482,0.050358
0.059766,0.086579,0.047495
0.056411,0.086579,0.047495
-0.10633,0.11273,0.047495
-0.099624,0.1941,0.050495
-0.13989,0.10111,0.047495
0.068156,0.1941,0.050495
-0.11976,-0.061628,0.050495
-0.091235,0.10983,0.047495
-0.092913,0.10692,0.047495
-0.09459,0.10983,0.047495
-0.089557,0.13017,0.047495
-0.071103,0.20277,0.050483
-0.074438,0.20277,0.050483
-0.072782,0.19994,0.050502
-0.025801,0.11273,0.047495
-0.12647,-0.03838,0.050495
-0.012379,0.15923,0.050495
0.042989,0.069143,0.050495
0.044666,0.066237,0.050495
-0.072779,0.025553,0.050495
-0.12479,0.1912,0.047495
-0.12647,0.18829,0.047495
-0.12815,0.1912,0.047495
0.074867,0.066237,0.050495
0.011111,0.060425,0.050495
-0.020768,0.12726,0.050495
-0.017412,0.12726,0.050495
-0.01909,0.13017,0.050495
0.024533,0.025553,0.050495
0.084933,0.037177,0.050495
0.061444,0.0081167,0.050495
-0.035848,0.19995,0.047487
-0.072779,0.054613,0.050495
0.011118,0.19995,0.047487
0.011111,0.13598,0.047495
-0.09825,-0.092236,0.05008
-0.14324,0.042989,0.050494
0.044666,0.1941,0.047495
0.046344,0.1912,0.047495
-0.0056675,0.13598,0.047495
-0.027479,0.17957,0.047495
-0.030834,0.17957,0.047495
-0.1315,0.0052107,0.050495
-0.13486,0.0052107,0.050495
-0.13318,0.0023046,0.050495
-0.10466,-0.00060136,0.050495
-0.1013,-0.00060136,0.050495
-0.0023119,0.17667,0.047495
-0.10298,0.013929,0.050495
-0.15284,-0.0031405,0.05044
-0.029157,0.16504,0.047495
-0.12815,0.045895,0.050495
-0.12479,0.045895,0.050495
-0.12647,0.048801,0.050495
0.0010437,0.14761,0.047495
-0.0039897,0.13308,0.047495
-0.0056675,0.13017,0.047495
-0.0073452,0.13308,0.047495
-0.07949,0.042989,0.050495
0.031101,0.20508,0.047647
0.027657,0.20538,0.047594
-0.033822,-0.092,0.048817
-0.031456,-0.092211,0.050088
-0.071101,0.028459,0.050495
-0.074457,0.028459,0.050495
-0.15143,0.051655,0.050422
-0.11976,-0.026756,0.050495
-0.0073453,0.1912,0.047495
-0.010701,0.1912,0.047495
-0.12647,-0.073252,0.050495
-0.15001,-0.055842,0.05051
-0.012379,-0.026756,0.050495
0.054733,0.089485,0.047495
0.011111,0.089485,0.047495
0.012788,0.086579,0.047495
0.0094327,-0.041286,0.050495
0.011111,-0.03838,0.050495
0.027888,0.031365,0.047495
-0.099624,-0.0035074,0.047495
0.078222,-0.032568,0.047495
0.026211,0.040083,0.050495
0.022855,0.040083,0.050495
-0.15284,-0.0031813,0.04757
-0.14492,-0.052909,0.047494
-0.14324,-0.050004,0.047496
-0.10265,0.20719,0.047686
-0.099777,0.20538,0.047594
-0.10289,0.2049,0.047577
0.089967,-0.0064134,0.047495
0.088289,-0.0093194,0.047495
0.086611,-0.0064134,0.047495
-0.15254,-0.067442,0.047631
-0.15176,-0.070101,0.047583
-0.15476,-0.068229,0.047787
0.068155,0.054613,0.050495
-0.089557,0.066237,0.047495
-0.027479,-0.070346,0.050495
-0.029157,-0.073252,0.050495
0.0077549,-0.03838,0.047495
-0.11305,0.031365,0.047495
0.037955,0.066237,0.050495
0.041311,0.066237,0.050495
-0.06439,0.16214,0.047495
-0.066068,0.15923,0.047495
-0.10633,0.0081167,0.047495
0.011111,-0.073252,0.050495
-0.00063409,-0.070346,0.047495
0.0027215,-0.070346,0.047495
-0.056384,0.205,0.050301
-0.1164,0.048801,0.047495
-0.061035,-0.058722,0.047495
-0.057679,-0.058722,0.047495
-0.076135,0.060425,0.047495
0.037955,-0.026756,0.050495
-0.09962,-0.084918,0.047488
0.084933,0.14179,0.050495
0.061434,0.20519,0.050439
0.027888,-0.0035074,0.050495
0.046344,-0.058722,0.047495
0.0497,-0.058722,0.047495
-0.010701,0.045895,0.050495
-0.009023,0.042989,0.050495
0.0077712,-0.084913,0.047487
0.0799,0.17376,0.050495
0.083255,0.17376,0.050495
0.081578,0.17667,0.050495
-0.10633,0.14761,0.050495
-0.11641,0.20508,0.050285
-0.11991,0.20538,0.050367
-0.076135,0.16504,0.050495
0.091644,0.12436,0.047495
0.089967,0.12145,0.047495
0.088289,0.12436,0.047495
-0.069423,0.14761,0.050495
-0.072779,0.14761,0.050495
-0.15452,0.039657,0.048101
-0.153,0.043104,0.047674
-0.15133,0.040101,0.047671
-0.13989,0.18248,0.050495
-0.089557,0.16504,0.047495
-0.062712,0.0081167,0.047495
-0.13989,0.12436,0.050495
-0.054323,0.098203,0.050495
-0.057679,0.098203,0.050495
-0.057679,0.0052107,0.047495
0.0648,0.13598,0.047495
0.068155,0.13598,0.047495
0.029566,0.10983,0.047495
0.031244,0.11273,0.047495
-0.11305,0.15342,0.047495
-0.1164,0.15342,0.047495
0.016144,0.13308,0.050495
0.012788,0.13308,0.050495
0.042989,0.16214,0.050495
0.041311,0.15923,0.050495
0.083255,0.10402,0.047495
-0.017412,0.057519,0.047495
-0.01909,0.054613,0.047495
-0.020768,0.057519,0.047495
-0.056001,0.13017,0.050495
0.051377,0.10692,0.047495
-0.10969,0.12436,0.050495
-0.11305,0.12436,0.050495
0.088289,0.10692,0.047495
-0.057679,0.12145,0.050495
-0.056001,0.12436,0.050495
0.069833,0.13889,0.047495
-0.081168,0.17957,0.050495
-0.084524,0.17957,0.050495
0.061444,0.17085,0.050495
0.048022,0.14761,0.047495
0.0010437,0.054613,0.050495
-0.15383,0.045313,0.047972
-0.096268,0.15923,0.047495
0.024533,-0.0035074,0.050495
0.069833,0.13889,0.050495
0.073189,0.13889,0.050495
-0.12647,-0.03838,0.047495
-0.017412,-0.00060136,0.050495
-0.014056,-0.00060136,0.050495
-0.11639,-0.090336,0.0476
0.044666,-0.020944,0.050495
-0.056001,0.066237,0.047495
0.061444,-0.06744,0.050495
0.0648,-0.06744,0.050495
-0.12144,0.063331,0.047495
-0.12479,0.063331,0.047495
0.017822,-0.06744,0.050495
0.026211,-0.064534,0.050495
0.022855,-0.064534,0.050495
-0.04929,-0.06744,0.050495
-0.096268,0.060425,0.047495
-0.13989,-0.061628,0.047495
-0.092913,-0.06744,0.050495
0.074867,-0.015131,0.047495
-0.12311,-0.055816,0.047495
-0.081168,-0.064534,0.050495
-0.084524,-0.064534,0.050495
-0.13654,-0.015131,0.047495
-0.13989,-0.015131,0.047495
-0.010705,-0.081961,0.050492
-0.0073461,-0.081965,0.050494
0.083255,-0.047098,0.047495
0.086611,-0.047098,0.047495
0.011111,-0.032568,0.050495
0.0010437,0.077861,0.047495
0.073189,0.1912,0.050495
0.071511,0.1941,0.050495
-0.012379,-0.0093194,0.050495
-0.009023,-0.0093194,0.050495
0.058089,0.089485,0.047495
0.068043,0.20538,0.0476
-0.014056,-0.029662,0.050495
0.063122,0.045895,0.047495
0.066478,0.045895,0.047495
-0.0056673,0.1941,0.050495
-0.091235,0.13308,0.047495
-0.09459,0.13308,0.047495
-0.11473,-0.087736,0.050483
-0.11812,-0.087601,0.05045
-0.076137,0.19995,0.050504
-0.020768,0.16214,0.050495
-0.017412,0.16214,0.050495
-0.01909,0.16504,0.050495
-0.0060667,0.20708,0.048753
-0.00743,0.20722,0.047724
-0.0097528,0.207,0.048817
0.0010437,0.15923,0.050495
0.0799,0.063331,0.050495
0.078222,0.066237,0.050495
0.014466,0.054613,0.050495
0.031244,0.025553,0.050495
0.083255,0.040083,0.050495
0.0799,0.040083,0.050495
-0.042567,0.19995,0.047489
0.081578,-0.026756,0.050495
0.0076354,0.20537,0.0476
-0.094438,-0.09222,0.050087
0.048022,0.1941,0.047495
-0.009023,0.13598,0.047495
-0.010701,0.13889,0.047495
-0.13654,0.0023046,0.050495
0.0010437,0.17085,0.047495
0.014466,0.13598,0.047495
-0.10969,0.013929,0.050495
-0.022445,0.16504,0.047495
-0.12311,0.048801,0.050495
-0.009023,0.13017,0.047495
-0.029157,0.18248,0.047495
-0.087879,0.045895,0.050495
-0.084524,0.045895,0.050495
-0.086201,0.048801,0.050495
-0.10298,-0.0035074,0.050495
-0.039223,0.089485,0.050495
0.032922,0.16795,0.047495
0.029566,0.16795,0.047495
0.068155,-0.0035074,0.047495
-0.11137,-0.029662,0.050495
-0.11472,-0.029662,0.050495
-0.11305,-0.032568,0.050495
0.034591,0.20537,0.047601
-0.11976,-0.0035074,0.050495
-0.022204,-0.092031,0.048756
-0.023685,-0.092197,0.050097
-0.1315,-0.070346,0.050495
-0.12982,-0.073252,0.050495
0.026162,0.20262,0.047515
0.02292,0.20257,0.047521
-0.15256,-0.049948,0.050391
-0.15462,-0.052052,0.050364
0.0077549,-0.015131,0.050495
-0.0090229,0.1941,0.047495
0.014466,0.089485,0.047495
0.024533,0.031365,0.047495
0.022855,0.034271,0.047495
-0.050968,-0.029662,0.050495
-0.04929,-0.026756,0.050495
-0.096268,-0.0035074,0.047495
-0.09459,-0.0064134,0.047495
0.081578,-0.03838,0.047495
0.059766,0.0052107,0.050495
0.063122,0.0052107,0.050495
-0.14988,-0.0034476,0.047528
-0.1483,-0.0063839,0.047519
0.024533,0.042989,0.050495
-0.15381,-0.070655,0.047866
-0.00063409,-0.035474,0.047495
0.0010437,-0.032568,0.047495
0.0027215,-0.035474,0.047495
0.0060771,0.074955,0.050495
0.0027215,0.074955,0.050495
-0.10604,0.20538,0.047593
-0.12144,0.034271,0.047495
-0.11976,0.037177,0.047495
-0.11808,0.034271,0.047495
-0.069423,-0.026756,0.050495
0.0077549,-0.015131,0.047495
-0.13989,0.0081167,0.047495
-0.10298,0.0081167,0.047495
-0.1013,0.0052107,0.047495
0.0346,0.066237,0.050495
-0.066068,0.16504,0.047495
-0.11976,0.054613,0.047495
0.081578,-0.073252,0.050495
-0.047612,0.12145,0.047495
-0.045934,0.12436,0.047495
-0.044257,0.12145,0.047495
-0.069423,0.060425,0.047495
-0.10801,-0.081965,0.047496
-0.10633,-0.079063,0.047495
-0.10465,-0.081967,0.047496
-0.052772,0.20537,0.05036
-0.0073452,0.011023,0.050495
-0.009023,0.0081167,0.050495
-0.052646,-0.073252,0.047495
0.088289,0.13598,0.050495
-0.012379,0.042989,0.050495
-0.00063591,-0.081965,0.047496
0.0010436,-0.079063,0.047495
0.0027226,-0.081966,0.047495
0.084933,0.17667,0.050495
-0.1013,0.1447,0.050495
-0.10298,0.14761,0.050495
0.054733,-0.073252,0.047495
0.063122,0.16795,0.047495
0.059766,0.16795,0.047495
-0.07949,0.17085,0.050495
0.027888,-0.026756,0.047495
-0.15283,0.12475,0.047574
-0.15481,0.12338,0.048283
-0.15369,0.12631,0.047953
-0.097945,0.19701,0.050494
-0.1013,0.19701,0.050494
0.0346,0.12436,0.050495
-0.13486,0.17957,0.050495
-0.13654,0.18248,0.050495
0.091644,0.10111,0.047495
0.089967,0.098203,0.047495
-0.12815,0.12145,0.047495
-0.12647,0.12436,0.047495
-0.12479,0.12145,0.047495
-0.11297,0.20537,0.050359
-0.09459,0.1447,0.047495
-0.097946,0.1447,0.047495
-0.066068,0.14761,0.050495
-0.14824,0.04008,0.047518
-0.13654,0.089485,0.050495
-0.00063409,-0.00060136,0.047495
0.0027215,-0.00060136,0.047495
0.011111,0.11273,0.047495
-0.059357,0.0081167,0.047495
0.076544,0.12145,0.050495
0.073189,0.12145,0.050495
-0.056001,0.10111,0.050495
-0.059357,0.10111,0.050495
0.061444,0.13598,0.047495
-0.10969,0.15342,0.047495
-0.11137,0.092391,0.050495
-0.10801,0.092391,0.050495
0.041311,0.16504,0.050495
0.084933,0.10111,0.047495
-0.01909,0.060425,0.047495
-0.022445,0.060425,0.047495
-0.09459,0.092391,0.050495
-0.096268,0.089485,0.050495
0.059766,0.12145,0.050495
0.063122,0.12145,0.050495
0.061444,0.12436,0.050495
0.012788,0.12145,0.047495
0.0094327,0.12145,0.047495
-0.13318,0.15923,0.047495
0.016144,-0.00060136,0.047495
0.012788,-0.00060136,0.047495
-0.13486,0.098203,0.050495
-0.13821,0.098203,0.050495
-0.10633,0.12436,0.050495
0.091644,0.10692,0.047495
-0.12144,0.17957,0.050495
-0.12479,0.17957,0.050495
0.068155,0.14179,0.047495
-0.15002,0.04877,0.04744
-0.082846,0.18248,0.050495
0.069833,0.16214,0.047495
-0.13821,0.15051,0.050495
-0.13486,0.15051,0.050495
-0.15146,0.16787,0.047653
-0.14994,0.17087,0.047546
0.00076599,-0.092174,0.047686
-0.0035801,-0.092195,0.047716
-0.11137,0.12145,0.047495
-0.11472,0.12145,0.047495
0.0799,0.045895,0.050495
0.083255,0.045895,0.050495
-0.09459,0.18538,0.050495
-0.091235,0.18538,0.050495
0.021177,-0.0035074,0.050495
0.071511,0.13598,0.050495
-0.14492,0.10983,0.0475
-0.14827,0.10985,0.047541
-0.015734,-0.0035074,0.050495
0.074867,0.1941,0.050495
-0.027479,0.028459,0.050495
-0.030834,0.028459,0.050495
-0.052646,0.066237,0.047495
0.058089,-0.06744,0.050495
-0.12311,0.066237,0.047495
-0.087879,0.0052107,0.047495
-0.091235,0.0052107,0.047495
0.024533,-0.061628,0.050495
0.021177,-0.061628,0.050495
-0.067746,-0.018037,0.050495
-0.071101,-0.018037,0.050495
-0.072779,0.12436,0.047495
-0.089557,-0.06744,0.050495
-0.082846,-0.061628,0.050495
-0.086201,-0.061628,0.050495
-0.039223,0.18248,0.050495
-0.13318,-0.015131,0.047495
-0.0090325,-0.084832,0.050481
-0.0056697,-0.084913,0.050506
0.07658,0.20264,0.047527
0.074867,0.19993,0.047491
0.073164,0.20267,0.04752
